Genes	ES1	ES2	DE3	DE2	DE3	ES1	D4CF2	D4CF3	FS1	FS2	AS1	AS2	AS3
HOXC9	1	1	1	1	1	1	21.9152	27.2931	1.54785	2.64715	16.714	1.90343	1
HOXD-AS2	1	1	1	1	1	1	1.31953	1.20494	4.49582	3.58071	1	1	2.10231
HOXD10	1	1	1	1	1	1	5.19064	6.12558	5.93488	1	8.66588	1	1.0662
HOXD4	1	1	1	1.07144	1	1	28.5591	29.0708	18.9573	11.7241	28.8382	1	2.55681
HOXD8	1	1	1.0893	1.05557	1.0893	1	17.4095	22.9799	10.6275	4.17677	15.9214	1.86	5.52944
HOXD9	1	1.03587	1	1	1	1	19.0265	18.6998	4.97091	1.15402	18.2114	1	2.82662
HPCAL1	2.02534	2.08637	2.83496	1.52708	2.83496	2.02534	2.05353	1.74752	35.5866	42.742	1.70473	114.602	77.435
HSCB	12.0625	11.163	9.22563	11.1492	9.22563	12.0625	10.7015	12.766	8.40726	13.2812	11.0244	14.7181	10.7588
HTN1	1	1	1	1	1	1	1	1	1	1	1	1	1
HYPM	1	1	1	1	1	1	1.35	1.84182	1.13651	1	2.18554	1	1
IARS	167.056	173.181	93.7192	125.031	93.7192	167.056	125.556	150.933	23.1978	24.1935	123.159	10.2003	21.9181
IFI30	13.73	12.0494	7.16199	4.50315	7.16199	13.73	6.74013	3.54881	103.159	300.049	3.84882	95.2693	111.092
IFIT1B	1	1	1	1	1	1	1	1	1.04604	1	1	1	1.05987
IFIT3	1.80022	1.66907	1.11129	1.20776	1.11129	1.80022	1.41526	1.26634	6.42829	10.382	1.54827	21.3089	18.4536
IFNA6	1	1	1	1	1	1	1	1	1	1	1	1	1
IFNB1	1	1	1	1	1	1	1	1.15725	1	1	1	1	1.16827
IFT74	21.6527	21.9933	19.0105	22.6348	19.0105	21.6527	27.8835	37.3172	14.0427	12.7967	27.4033	6.01313	4.20753
IGHMBP2	2.96681	2.73655	4.35995	2.41471	4.35995	2.96681	3.16225	2.60019	6.23397	5.90663	3.25356	10.9358	7.30208
IGSF21	4.76781	5.01977	1.18013	1	1.18013	4.76781	1.29872	1.17243	1.9357	1.09919	1.13491	1	1.18251
IGSF23	1	1.15362	1.07985	1	1.07985	1	1	1	2.55399	4.63886	1	45.866	6.16364
IL13RA2	1.09347	1.05158	1	1	1	1.09347	1	1	1.10441	1	1	1	1.09083
IL17D	1.52754	1.47306	1.94577	2.17708	1.94577	1.52754	2.4743	3.29356	3.4072	3.78666	2.59377	4.63937	2.59763
IL34	1.87666	1.7332	2.4484	1.45062	2.4484	1.87666	1	1	7.99035	13.3439	1	9.51869	2.08786
IL5	1	1	1	1	1	1	1	1	1	1	1	1	1
IMPG2	1.04694	1.0962	1.24619	1.25853	1.24619	1.04694	1.05103	1.06137	1.18995	1.41225	1.05042	1	1.03878
ING3	17.9384	17.8939	12.7275	19.9847	12.7275	17.9384	16.5085	21.719	10.7223	11.4256	17.5636	8.71409	7.75904
INPP5F	98.2266	100.287	89.4683	116.554	89.4683	98.2266	74.3921	90.5239	16.6107	7.99385	71.0644	4.24859	6.98469
INTS5	6.16012	5.38379	6.412	3.40559	6.412	6.16012	5.8755	4.22985	9.96021	10.0512	5.60958	9.19708	15.357
INTS6	13.0642	13.7608	11.6274	16.1784	11.6274	13.0642	7.63308	8.6985	6.99614	7.08568	8.06279	8.01128	5.5645
INTS6-AS1	2.21822	1.93081	1.86016	1.26764	1.86016	2.21822	1.89153	1.94349	3.92756	5.16531	2.00661	1	2.83858
IPMK	4.98072	5.64761	11.8053	17.3561	11.8053	4.98072	7.0665	8.32926	6.92109	9.81213	6.76076	12.7458	5.83496
IPO5P1	9.59658	10.3302	13.3584	14.7637	13.3584	9.59658	10.4663	11.8772	8.04848	5.76328	12.1582	1.22958	3.39812
IRS2	5.38259	5.81026	5.41956	6.40861	5.41956	5.38259	3.89188	4.40047	11.4727	11.0477	4.31699	9.65787	5.35798
IRS4	3.82305	3.68933	1.76716	1.50922	1.76716	3.82305	2.61148	2.98555	1.08859	1.04688	2.03743	1	1
IRX6	1.02571	1	1	1	1	1.02571	1.02446	1	1.01916	1	1.08285	1	1.44783
ISPD-AS1	1.02923	1.05883	1.06708	1.08349	1.06708	1.02923	1	1	1.1089	1.04617	1.0314	1	1
ITGAM	1.45734	1.3852	1.02762	1	1.02762	1.45734	1	1.01102	1.60105	1.40823	1	1.26464	3.16078
ITGB1	118.613	119.278	150.821	211.643	150.821	118.613	153.218	172.538	80.5599	62.6587	146.952	23.8423	49.3622
JAKMIP3	2.10415	2.06508	1.50875	1.38487	1.50875	2.10415	1.0579	1.08753	1.42775	1.03427	1.06537	1	1.1677
KANSL1L	7.47091	7.52792	11.0321	14.1409	11.0321	7.47091	6.3296	6.91644	7.98247	7.03476	5.92975	2.12947	2.74456
KCND2	6.79463	7.13666	1.6722	1.76055	1.6722	6.79463	1.19255	1.39974	2.4451	1.07559	1.28605	1	1.14388
KCNJ13	1.15525	1.14167	1.23933	1.29515	1.23933	1.15525	1.26241	1.26825	2.14803	19.7615	1.03704	8.20956	23.6323
KCNJ15	1.02112	1	1	1	1	1.02112	1.08044	1.18354	1.04724	1.06672	1.0454	1.9314	1.20439
KCNJ8	1.47507	1.52432	1.02869	1.14282	1.02869	1.47507	5.85278	6.58417	6.51491	2.0461	5.48541	2.10231	5.98373
KCNK1	9.7659	10.0275	19.4821	20.1753	19.4821	9.7659	2.99197	3.32525	7.21936	5.03374	2.67932	50.8722	20.0811
KCTD13	2.60004	2.70359	5.38533	2.58929	5.38533	2.60004	2.5397	1.97906	7.38238	8.96809	3.09026	8.14057	10.6789
KCTD16	1.13167	1.14532	1.1259	1.12535	1.1259	1.13167	1.39669	1.36156	1.45804	2.4449	1.719	1.24123	1.29644
KCTD9	8.63878	9.18542	9.13717	10.8833	9.13717	8.63878	8.69009	11.4485	5.15205	8.37426	7.62677	13.7884	13.1834
KDM8	2.83155	3.02141	3.1568	2.61745	3.1568	2.83155	2.8342	2.19114	3.96995	6.66866	3.01919	38.1791	5.89583
KERA	1	1	1	1.03354	1	1	1	1	1.07001	1.07416	1.05046	1	1
KIAA0196	30.6271	32.526	23.2351	28.1809	23.2351	30.6271	29.6328	37.1063	13.7377	16.2512	27.6245	14.0459	6.77903
KIAA1217	8.67463	9.3464	4.32555	3.95468	4.32555	8.67463	9.99877	7.52479	19.8542	26.9802	7.57972	11.094	8.99838
KIAA1715	4.28136	4.45885	6.88419	8.80032	6.88419	4.28136	20.0954	23.8583	11.5678	9.47397	19.7742	3.59128	7.27383
KIF20B	34.8595	37.8922	22.449	26.8402	22.449	34.8595	28.8739	36.5696	5.03544	5.39796	24.8823	2.56792	4.68142
KIF27	2.5111	2.45201	3.4739	3.70101	3.4739	2.5111	3.75423	3.77808	2.48558	3.0053	3.3161	1.28649	1.65385
KIFAP3	3.42353	2.92831	7.60456	10.7354	7.60456	3.42353	15.6528	16.752	15.2013	10.3873	18.4934	12.7568	7.27173
KLHDC2	36.4332	36.5305	35.0035	47.362	35.0035	36.4332	31.4659	41.454	46.578	52.6441	35.3985	86.0917	13.5617
KLHDC8A	1.76121	1.7201	1.39927	1.24846	1.39927	1.76121	1.39314	1.31851	4.70874	1.26448	2.77541	1.47911	2.0927
KLRK1	1.03939	1	1.20633	1.08692	1.20633	1.03939	1	1.0361	1.6862	2.06051	1	9.71885	3.37318
KMT2A	14.9536	16.1741	14.508	16.2739	14.508	14.9536	8.98252	9.28804	13.9074	10.8344	9.57316	2.90358	6.14726
KNG1	1.04331	1.03292	1.02485	1	1.02485	1.04331	1	1	1.98995	7.27219	1	1	1
KRAS	46.103	51.466	54.8478	65.7898	54.8478	46.103	35.6037	44.4503	14.1386	16.3204	35.4277	9.76474	14.3712
KRT2	1	1	1	1	1	1	1	1	1	1	1	2.08978	2.3394
KRT20	1	1	1.03915	1	1.03915	1	1	1	34.4041	36.9606	1	752.236	234.728
KRT32	1	1	1	1	1	1	1	1	1	1	1	1	1
KRT71	1	1	1	1	1	1	1.05044	1	1.05925	1	1	1	1
KRT8	26.6589	23.0554	167.813	115.398	167.813	26.6589	100.26	47.4874	244.554	570.671	85.5711	1866.61	1777.17
KRTAP13-1	1	1	1	1	1	1	1	1	1	1	1	1	1
KRTAP19-6	1	1	1	1	1	1	1	1	1	1	1	1	1
KRTAP23-1	1	1	1	1	1	1	1	1	1	1	1	1	1
L1CAM	4.55117	3.90174	21.0333	13.5152	21.0333	4.55117	2.31026	1.77088	25.7806	1.73566	3.12734	1.7507	11.0384
LAMB2P1	1.57122	1.49534	1.51497	1.05826	1.51497	1.57122	2.12571	1.63487	1.60781	1.99971	1.78891	1	1.71285
LAMB3	1.11406	1.15736	1.01633	1	1.01633	1.11406	1.0271	1	71.1669	109.194	1.03061	62.1745	21.4598
LCE3E	1	1	1	1	1	1	1	1	1	1	1	1	1
LDHAL6A	1.24472	1.33761	1.38608	1.61155	1.38608	1.24472	1.0291	1.028	1.31883	1.31405	1.03286	1	1.11852
LECT2	1.06258	1.06907	1	1	1	1.06258	1.11908	1	1.09317	1.04955	1.20167	1	1
LEP	1	1.01871	1	1	1	1	1	1	1.02527	1	1	1.37309	1.1965
LETM1	8.00324	8.10993	7.09213	4.93202	7.09213	8.00324	5.28037	4.61397	8.19545	9.36464	5.18552	14.4761	20.8081
LEUTX	1	1	1	1	1	1	1	1	1	1	1	1	1
LGALSL	17.3162	17.6594	11.364	12.1976	11.364	17.3162	17.5558	15.2164	10.0252	13.0488	14.9143	31.5235	7.02855
LGR4	44.085	47.1522	30.41	46.1117	30.41	44.085	20.9231	19.3643	52.1986	36.4159	18.7933	9.09764	18.8113
LILRA5	1	1	1	1	1	1	1	1	1.4992	1.55818	1	3.15046	7.64737
LIMS1	18.4373	21.1086	20.3381	27.2832	20.3381	18.4373	40.8514	59.5502	14.1424	19.8683	35.7415	19.6659	14.901
LIN28A	474.634	493.613	403.801	475.901	403.801	474.634	502.041	551.813	1.02138	1	414.347	1	1
LIN28B	52.4696	56.8266	47.6389	59.752	47.6389	52.4696	59.4291	74.127	1.03841	1	50.5974	1	1
LIPC	1	1	1	1	1	1	1	1.07144	1.46508	1.06168	1	1.86247	1.60582
LL22NC01-81G9.3	1	1	1	1	1	1	1	1	1	1	1	1	1
LMBR1	22.8604	25.075	22.8183	28.1046	22.8183	22.8604	24.6704	29.5565	12.4107	12.7494	25.7846	2.79445	8.67305
LPCAT3	35.6124	34.5621	28.8236	28.4718	28.8236	35.6124	19.5012	20.0896	18.3882	35.3725	16.9824	80.4192	43.0356
LPHN2	81.6198	87.7849	46.3566	61.7604	46.3566	81.6198	63.5862	73.6004	16.0482	28.331	58.0332	2.30956	6.2684
LRAT	45.1944	49.2735	14.3027	24.3185	14.3027	45.1944	60.0126	36.3266	1.77379	1.68981	45.065	9.20671	2.17058
LRIF1	20.4656	20.9899	12.8774	15.9774	12.8774	20.4656	20.7685	24.7124	8.13099	8.76289	22.2365	7.02041	9.71262
LRR1	27.0518	24.9981	12.2952	16.8293	12.2952	27.0518	20.0074	27.322	7.07385	6.08884	18.88	14.3091	17.9513
LRRC27	2.90161	2.69818	4.44367	3.47692	4.44367	2.90161	4.89132	4.17683	5.10853	5.19677	4.87651	3.44841	3.93102
LRRC37A	1.01099	1	1.01261	1	1.01261	1.01099	1	1	1.11737	1.20317	1	1	1.14015
LRRC39	2.50845	2.3451	2.25313	2.61106	2.25313	2.50845	1.53626	1.8965	1.70075	2.53039	1.75286	1	1.07655
LRRTM3	1.25984	1.20625	1.03222	1	1.03222	1.25984	1.02667	1.05131	1.71743	1.12523	1.16059	1	1.12618
LRTOMT	3.3544	3.36076	4.27366	4.62077	4.27366	3.3544	4.30129	5.47422	3.1262	3.4052	4.11637	2.56784	3.77559
LUC7L3	128.741	131.026	81.2746	115.527	81.2746	128.741	87.1821	100.725	87.2809	77.1301	88.258	342.464	27.2822
MAFA	1.07556	1.0556	1.0289	1.03597	1.0289	1.07556	1	1.29971	1.16892	1.15907	1.08117	1	1.04874
MAGEB2	1.0388	1	1	1	1	1.0388	1	1	1	1	1	1	1
MAGEB3	1.07797	1.14343	1.80519	1.81654	1.80519	1.07797	1.17309	1.19032	1	1	1.02792	1	1
MALRD1	1.02455	1.01806	1.04695	1.11686	1.04695	1.02455	1.04671	1.06741	13.1707	71.9066	1.02637	9.27168	9.30206
MAMLD1	1.20743	1.15064	3.13582	4.15928	3.13582	1.20743	1.18501	1.14765	2.97827	1.90693	1.29363	1.28513	2.2671
MAP10	4.03809	4.30708	2.56386	3.09492	2.56386	4.03809	2.12843	2.12373	2.6985	2.35358	2.17351	1.22871	2.68634
MAP3K15	1.66066	1.60299	1.47165	1.42287	1.47165	1.66066	1.52657	1.80043	1.11969	1.0842	1.4319	1.57012	1
MAPKAPK3	25.0302	21.6305	20.7896	14.28	20.7896	25.0302	26.1902	20.6908	22.023	38.4087	21.9808	34.3815	23.4089
MARC1	24.7932	23.9772	14.0351	20.2077	14.0351	24.7932	11.9103	12.6737	9.54485	14.8981	11.822	3.36328	17.0275
MARCH4	2.55691	2.36328	1.59054	1.53285	1.59054	2.55691	1.31828	1.24732	3.02366	1.49721	1.42847	1	2.16745
MARCH7	72.9683	79.2755	75.4413	97.8994	75.4413	72.9683	70.9083	82.0173	29.8738	26.4948	64.0985	24.364	19.4572
MARS2	13.564	13.967	5.06598	6.22278	5.06598	13.564	9.40144	9.03077	4.79904	5.39583	8.61315	5.1724	9.09455
MARVELD2	11.1111	12.0051	10.3259	10.6923	10.3259	11.1111	9.07826	6.62438	16.4548	22.7503	6.49066	3.51052	9.59586
MBD3L3	1	1	1	1	1	1	1	1	1	1	1	1	1
MBL1P	1.22391	1.16101	2.0409	1.91893	2.0409	1.22391	1.32317	1.14002	1.4466	1.21243	1.60307	1	1.609
MBOAT4	1.11234	1.12398	1.30075	1.16042	1.30075	1.11234	1.17813	1.06855	1.64155	1.14794	1.04022	1	1.14528
MCM6	90.4142	92.194	102.438	128.292	102.438	90.4142	90.7525	106.887	17.2062	27.1831	84.9431	12.0712	14.6646
MED27	11.4492	10.9241	12.187	12.4973	12.187	11.4492	8.99312	9.52131	4.54017	3.65851	9.84503	11.0492	13.0221
MEOX1	1.05638	1	1	1	1	1.05638	1.55577	2.50221	2.33721	2.57559	1.90313	1.62207	7.55999
MEOX2	1.02521	1.08347	1	1	1	1.02521	1.21587	1.41537	3.47977	1.49755	1.54164	1	3.48827
MEP1B	1.05186	1.02862	1	1	1	1.05186	1	1.04747	1.03864	1.2047	1.02785	105.042	18.1135
MIA3	17.9648	18.3375	20.3068	23.2949	20.3068	17.9648	15.4268	16.3699	15.3443	12.2135	15.8439	4.63738	7.27881
MICU1	24.6369	26.7961	35.0245	36.3463	35.0245	24.6369	32.4735	34.5711	25.9854	31.1423	30.1499	43.8872	28.7324
MITF	1.63339	1.64976	1.50675	1.78361	1.50675	1.63339	15.3772	11.0874	2.78753	1.56008	9.9465	2.47188	2.96366
MKNK1-AS1	1.09957	1.08189	1.02798	1	1.02798	1.09957	1	1.02255	1.26325	1.11938	1.02649	1	1.09434
MLLT10P1	1	1	1	1	1	1	1	1	2.61826	2.48991	1	4.51755	1.6185
MMP10	1.1054	1.1551	1.04031	1.20069	1.04031	1.1054	1	1.06432	1.3926	1.05551	1.07548	1	3.72505
MMP13	1	1	1	1	1	1	1	1	1.09713	1.20572	1.04667	1	1
MNX1	1	1	1.92965	1.82645	1.92965	1	2.13791	1.56503	5.22284	10.3347	2.49202	4.41063	7.09102
MON1A	1.92322	1.86226	1.80452	1.55726	1.80452	1.92322	2.38194	1.59283	4.87789	7.52157	2.14353	26.825	25.3808
MPP6	41.5273	41.6538	28.3439	36.3299	28.3439	41.5273	18.9023	23.5442	3.07333	12.9205	17.0403	2.82277	3.02698
MPV17L2	9.0482	6.69523	11.3208	4.98871	11.3208	9.0482	5.27885	3.20995	4.24361	5.34282	5.06835	24.0555	21.9814
MRGPRX3	1	1	1	1	1	1	1	1	1	1	1	1	1
MRO	1.55185	1.54806	1	1.01665	1	1.55185	1.36619	1.23486	2.04232	9.46037	1.14223	6.33721	3.29587
MROH5	1.01508	1	1.01732	1.02153	1.01732	1.01508	1	1	1.06753	1.01189	1	1	1
MRPL21	64.6819	58.7218	40.6414	49.6803	40.6414	64.6819	54.1662	51.0047	31.4642	32.9497	55.8682	117.938	40.7905
MRPL48	26.5563	29.4386	23.0528	38.1984	23.0528	26.5563	38.6428	45.7856	16.1434	21.3587	39.2667	60.4809	17.2231
MRPL52	31.1002	27.741	22.3179	26.6904	22.3179	31.1002	21.8198	24.7669	15.5414	18.3388	23.6086	58.2195	32.7519
MRPS10	19.9072	20.2476	19.4236	24.937	19.4236	19.9072	17.4039	20.8112	7.77037	11.1606	16.2475	15.3157	26.7372
MRPS22	43.5518	43.6933	31.7962	45.7871	31.7962	43.5518	51.5612	62.3356	25.723	30.537	51.6948	85.5076	26.6279
MS4A2	1	1	1	1	1	1	1	1	1.07383	1.02604	1	1.72671	1.25516
MS4A4A	1	1	1	1	1	1	1	1	4.0977	3.65399	1	3.50627	14.6883
MS4A5	1	1	1	1	1	1	1	1	1	1	1	1	1
MS4A6E	1	1	1	1	1	1	1	1	1	1	1	1	1
MST1P2	1.11232	1.19834	1.67016	1.22456	1.67016	1.11232	1.04274	1	4.18066	10.3612	1.02413	15.8483	14.2521
MSX1	1.18915	1.10438	1.10851	1.36015	1.10851	1.18915	60.5651	59.0851	1.75158	2.6931	43.6008	1	1.61085
MT4	1	1	1	1	1	1	1	1	1	1	1	1	1
MTHFD2L	2.59717	2.98657	2.59986	2.3395	2.59986	2.59717	3.21898	3.97018	2.45458	2.2408	3.5054	1.55886	2.27563
MTPAP	13.3874	12.7565	8.54637	10.176	8.54637	13.3874	11.1536	11.304	6.12828	6.79008	10.3621	6.76504	6.6247
MTRNR2L5	1	1	1	1	1	1	1	1	1.02653	1	1	1	1
MTX2	56.6466	58.5475	46.3728	65.0463	46.3728	56.6466	69.2635	87.9606	20.5183	19.8497	63.8	29.3951	20.451
MUC22	1.00942	1.02079	1	1	1	1.00942	1	1	1	1.01485	1	1	1
MXI1	6.74583	6.74495	16.2018	22.7319	16.2018	6.74583	23.4867	23.7053	13.6527	8.64772	24.6738	25.9596	12.2174
MYBBP1A	12.5193	12.0963	7.35634	4.56127	7.35634	12.5193	7.80733	4.90613	10.3735	13.7961	8.0114	4.97424	8.39271
MYBL1	3.6243	4.02346	1.99645	2.34792	1.99645	3.6243	3.17439	4.13579	2.05116	1.49311	3.06453	1.25004	1.72427
MYL12A	211.59	199.772	267.396	344.424	267.396	211.59	165.044	182.678	87.9557	112.075	158.851	616.405	251.401
MYT1L-AS1	1	1	1	1	1	1	1	1	1.0134	1	1	1	1
NAALADL2	1.03481	1.1793	1.10652	1.19885	1.10652	1.03481	1.75073	1.81785	3.76798	4.11119	1.62326	1.5103	1.78387
NAF1	20.1646	21.261	11.3811	15.0576	11.3811	20.1646	19.2372	24.1921	11.2339	7.71013	18.2405	5.25359	3.55316
NASP	388.617	392.094	179.089	217.881	179.089	388.617	274.788	317.691	29.4228	32.0482	255.752	37.0767	27.2618
NCAPG	31.8011	32.9288	30.0836	41.6977	30.0836	31.8011	45.126	59.0055	6.66577	6.24721	40.4339	1.2707	5.67288
NCK1	10.7246	10.9375	8.26898	10.9362	8.26898	10.7246	14.9147	16.3207	8.93204	7.42445	13.6371	8.97802	8.92341
NCK1-AS1	7.12611	8.51166	3.41516	4.01269	3.41516	7.12611	8.23558	5.76315	3.49418	4.20685	4.0647	4.17199	2.1858
NCK2	26.5275	26.3478	25.0695	24.3406	25.0695	26.5275	18.0525	19.8255	36.7848	36.1598	21.6599	110.678	67.0283
NDUFB4	119.898	113.223	175.256	121.226	175.256	119.898	111.851	71.189	61.4485	83.8251	99.1218	216.038	87.4703
NDUFB9	172.861	157.316	112.493	121.432	112.493	172.861	106.769	101.398	66.8055	94.8121	116.433	378.482	283.557
NEBL-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1.35157
NEK2	21.2265	22.0174	19.2988	27.3324	19.2988	21.2265	31.6867	37.1214	5.34698	5.98783	27.644	4.72871	13.7735
NFYB	31.3334	31.7186	22.1693	30.7265	22.1693	31.3334	32.3005	42.8445	9.27289	9.62489	32.9571	4.66805	8.7599
NGDN	54.5114	53.8819	32.6832	48.6217	32.6832	54.5114	58.5346	61.359	16.9939	18.9143	56.5727	47.5108	17.7907
NGFRAP1	237.946	218.344	273.155	297.152	273.155	237.946	194.76	221.724	87.9998	69.3951	207.65	14.3057	73.0657
NHS	5.48767	5.26384	1.90551	2.16618	1.90551	5.48767	5.10018	4.96952	5.74536	3.86092	6.17524	1.45226	2.36289
NIPSNAP3A	10.405	10.7048	16.6165	21.4186	16.6165	10.405	17.7316	21.6461	23.3271	19.1269	17.4683	23.8108	23.0312
NKX2-3	1	1	1	1	1	1	1	1	11.0904	9.34528	1	13.7395	13.3028
NOL7	105.781	94.3235	56.4806	88.9134	56.4806	105.781	91.6872	113.25	38.5558	47.1667	90.2546	100.923	18.7147
NOMO1	8.66194	8.36745	8.65935	8.71874	8.65935	8.66194	9.1122	7.914	3.50798	7.45831	7.67716	7.53892	8.35735
NOSTRIN	1.86006	1.58374	1.41689	1.94444	1.41689	1.86006	1.34611	1.33222	9.54182	13.1569	1.17775	26.5843	3.56656
NOX1	1.20065	1.24914	1.16987	1.35818	1.16987	1.20065	1.23863	1.36733	17.3513	4.03026	1.32332	1	1
NPEPL1	4.6197	3.66623	6.90615	4.74239	6.90615	4.6197	1.42909	1.2352	13.2054	13.7259	1.97538	20.2936	14.4271
NPIPA2	1.05501	1	1	1	1	1.05501	1	1	1	1	1	1	1
NPIPA3	1.00672	1	1	1	1	1.00672	1	1	1	1	1	1	1
NPIPB5	1.27226	1.33387	1.50329	1.1296	1.50329	1.27226	1.08634	1.06922	1.18038	1.56073	1.17872	2.33116	2.31456
NR0B1	1.07912	1.17465	8.30799	6.93175	8.30799	1.07912	3.29587	3.53468	1.23574	1	3.08227	1	1
NR2F1	1.04654	1.03424	1.0178	1	1.0178	1.04654	2.19539	2.26364	3.1042	2.27252	3.41612	2.36528	7.38173
NR2F1-AS1	1.68851	1.93204	1.0499	1.06361	1.0499	1.68851	1.4405	1.81469	2.03719	2.63741	2.26591	1.95838	2.49406
NRG1	2.58093	2.45651	3.89745	5.66853	3.89745	2.58093	2.77757	2.74948	5.61398	2.83937	3.58712	1	1.92489
NRP1	3.60906	3.55614	11.3327	15.8555	11.3327	3.60906	11.3109	8.43642	15.9889	9.12188	16.3904	3.85244	15.0975
NRXN2	1.97525	1.92292	1.03028	1.11709	1.03028	1.97525	2.0936	2.08528	11.9409	4.75605	2.45577	1.7219	3.71844
NSMCE2	27.7745	22.7138	28.4247	33.8938	28.4247	27.7745	47.2531	58.0995	9.91869	11.2922	51.3022	20.2212	12.9212
NSMCE4A	57.9986	56.4766	34.5087	47.5761	34.5087	57.9986	58.4299	72.6566	23.827	20.1348	55.6303	42.2711	9.94967
NUDT16	17.1929	16.961	9.66296	12.0592	9.66296	17.1929	18.7263	19.7264	13.5573	18.61	17.197	53.062	37.8843
NUF2	32.8725	31.7269	36.5455	47.7982	36.5455	32.8725	59.4275	73.6179	5.86725	5.08147	53.5632	1	5.52281
OCRL	13.39	13.5836	8.08807	10.4235	8.08807	13.39	23.6965	29.2211	14.5665	11.9928	22.1546	8.80267	8.68361
OGFOD2	2.10665	1.93209	2.83779	1.70698	2.83779	2.10665	2.38532	2.01291	6.25091	8.05984	2.53285	24.1277	14.0288
OPTN	30.8664	32.0606	33.0822	30.4899	33.0822	30.8664	4.70328	4.97272	31.4483	33.67	6.55168	101.553	20.2679
OR10A4	1	1.07623	1.07925	1	1.07925	1	1	1.06322	1	1	1	1	1
OR10AG1	1.23347	1	1	1	1	1.23347	1	1	1	1	1.0836	1	1
OR10X1	1	1	1	1	1	1	1	1	1	1	1	1	1
OR11H12	1	1	1	1	1	1	1	1	1	1	1	1	1
OR11H4	1	1	1.0813	1	1.0813	1	1	1	1	1	1	1	1
OR1F2P	1.06995	1	1	1	1	1.06995	1	1	1	1	1	1	1
OR2A42	1	1	1.17197	1	1.17197	1	1	1	1	1.11879	1	1	1
OR2B6	1.07403	1.1634	1.16988	1.21142	1.16988	1.07403	1.07043	1.13552	1.27546	1	1	1	1
OR2D2	1.07556	1	1	1	1	1.07556	1	1	1	1	1	1	1
OR2G3	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2H1	1.01957	1	1.0449	1	1.0449	1.01957	1.03723	1.01791	1	1	1	1	1
OR2M2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2T29	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2T3	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2T34	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2T5	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4C13	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4F13P	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4F5	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4K2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4L1	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4N2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4N3P	1	1	1	1	1	1	1	1	1	1	1	1	1.14628
OR4N4	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4Q3	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4S2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR56A4	1	1	1	1.08727	1	1	1	1	1	1	1	1	1
OR56A5	1	1.0817	1.08494	1	1.08494	1	1	1	1	1	1	1	1
OR5B12	1	1	1	1	1	1	1	1.05883	1	1.0509	1	1	1
OR5B2	1	1	1.07418	1	1.07418	1	1	1	1	1	1	1	1
OR5D14	1	1	1	1	1	1	1	1	1	1	1	1	1
OR5I1	1	1	1	1	1	1	1	1	1	1	1	1	1
OR7A10	1	1	1	1	1	1	1	1	1	1	1	1	1
OR7E12P	27.8544	25.9584	21.2713	26.0739	21.2713	27.8544	1.5689	1.44781	1.28334	1.38711	1.46715	2.20495	1
OR8B3	1	1	1	1	1	1	1	1	1	1	1	1	1
ORAI1	2.47316	2.67232	3.17322	2.02179	3.17322	2.47316	2.6418	2.3869	16.9883	16.5375	2.44681	24.2697	56.7389
ORMDL1	31.3996	31.3358	27.293	40.9495	27.293	31.3996	30.3688	38.7407	17.5022	20.061	32.7793	21.0013	19.9184
OTOGL	1.13868	1.09949	1.05569	1.10892	1.05569	1.13868	1.07916	1.05077	1.08271	1.09838	1.02979	1	1.01337
OTP	1	1.02437	1	1	1	1	1	1	1	1.03486	1.07116	1	1
OTX2	64.4113	60.2165	325.38	386.134	325.38	64.4113	7.76547	7.82758	1	1	11.6997	1	1
OTX2-AS1	1.02458	1.08137	1.0846	1.17548	1.0846	1.02458	1.14029	1.04499	1	1	1.1056	1.54169	1
OXCT1	24.1793	24.8382	11.5784	14.5611	11.5784	24.1793	13.1807	15.5813	11.1641	9.85239	12.2859	3.15081	18.8729
OXCT1-AS1	1.21537	1.07923	1.08237	1	1.08237	1.21537	1.2049	1.36141	1.52922	1.2004	1.11568	1	1.13977
PABPC1P2	1	1.01617	1	1	1	1	1.02787	1.04022	1.20742	1	1	1	1
PALLD	30.7725	32.6277	12.7408	18.1433	12.7408	30.7725	41.7295	45.8864	48.1627	14.7733	46.471	48.5155	23.8199
PARD6B	5.09968	5.85272	3.45854	3.88297	3.45854	5.09968	4.66469	4.57104	5.4776	8.61849	3.6077	10.8053	4.08412
PATE1	1.0419	1	1	1	1	1.0419	1	1	1	1	1	1	1
