Genes	tracking_id	AS1	D4CF1	ES1	FS1	AS2	D4CF2	DE2	ES2	FS2	AS3	D4CF3	DE3	ES3
LOC100288778	84.1914	1.09639	0.657349	0.644637	0.799989	14.287	0.868835	0.69041	0.770748	2.93271	9.82801	0.491696	1.54093	0.280143
LOC100288974	0	0.522157	0.963692	0.0889781	0.371295	0	0.289056	1.09654	0.465696	0	0	0.536198	1.19874	0.341676
LOC100289333	0	0.344587	0	0.641579	1.18617	0	0.305192	0.45809	0.354042	0.518668	0	0.293618	0	0
LOC100294145	6.23201	14.3972	6.1846	10.9999	6.90368	3.90461	13.7025	6.58779	12.0339	4.00087	6.88618	16.0324	5.3128	11.706
LOC100422212	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495145
LOC100499489	0.411122	0.408075	0.145269	0.14246	1.29157	0	0.225889	0	0	0.580963	2.20488	0.304251	0.0272427	0.0619094
LOC100505549	1.06551	1.20609	1.85051	3.02814	0.81515	0	1.37814	1.55787	2.69171	1.07817	1.71666	1.43914	1.44394	3.39507
LOC100505912	0	0.517053	0.981673	0.882466	0.477551	0	0.457942	1.26017	0.442701	0.254432	0	1.17486	0.552288	0.488087
LOC100506071	0	0.341233	3.63119	1.19336	0.200288	0	0.674204	5.64888	0.898948	0.0742595	0.112904	0.198981	4.70265	1.17938
LOC100506207	0	0.119889	0.341432	0.223219	0.747896	0	0.212366	0.637519	0.184769	0.17664	0.325971	0.153234	0.256119	0.0923683
LOC100506384	0	0	0	0	0.0856849	0	0	0	0	0	0	0	0	0
LOC100506388	0	0	0.137567	0	0.200884	3.00106	0.0641715	0	0	0.213768	4.45895	0	0	0
LOC100506393	0	0	0	0	0.25191	0	0	0	0	0.270987	0	0	0	0
LOC100506497	0.538968	0	0.0318186	0.0779649	0.243998	0.685959	0	0.066804	0.103246	0.282788	0.331176	0	0.017913	0.0813148
LOC100506548	3.08296	68.84	16.2768	23.5269	15.8074	8.82847	73.5826	16.5967	23.2756	11.0895	14.2076	61.9905	15.0575	21.2751
LOC100506606	0.467899	0.229012	1.01544	0.369283	0.537716	0	0.325537	1.24386	0.499111	1.1199	0.495238	0.218384	0.817065	0.316782
LOC100507006	0	0.611306	1.16062	2.94029	0.776036	0	0.27071	0.541775	3.1404	0.225874	0.186135	0.260442	1.63241	2.96773
LOC100507053	0.903443	1.016	3.37449	1.81922	1.64004	0	0.989829	2.90186	1.93056	0.9786	0.251008	1.43925	2.42505	1.56083
LOC100507073	0	0	0	0	1.08646	0	0.0926492	0	0	0	0	0	0	0
LOC100507250	0	1.26993	0.511441	0.788152	0.0800622	0	1.80641	0.358109	0.988466	0	0.0694761	1.63953	0.369946	0.68502
LOC100507389	0	0	0	0	0.0250774	0	0	0	0	0	0	0	0	0
LOC100507468	0	0	0.31474	0	0	0	0	0.22038	0	0.369281	0	0	0	0
LOC100507600	1.71466	0.0353958	0	0.0329513	0.0252012	0.727432	0	0	0	0.235026	1.53279	0	0	0
LOC100996635	0	0.0864874	1.47794	0.0402541	0.0599694	0	0	0.862374	0.0444272	0.0636328	0	0.036844	0.923879	0.10497
LOC100996758	0	0	0.357972	0	0.64112	0.970742	0	0.375941	0	0.0289835	1.82334	0	0.0246589	0
LOC101060091	0	0.152033	0.577297	0.990734	0.211247	0	1.21187	0.808443	0.624818	0	0	0.777271	0.162393	0.615067
LOC101060321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060524	0	0	0	0	0	0.60059	0	0	0	0	0.105458	0	0	0
LOC101060542	0	0	0	0	0	0	0	0.0320662	0	0	0	0	0	0
LOC101926897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101926942	0	0	0	1.05469	0	0	0	0.100407	1.47442	0	0	0	0	1.10001
LOC101927018	0	0.245553	2.09785	4.22886	0.50982	0	0.108736	3.59066	3.78423	0.726952	0.450362	0	1.96708	1.68874
LOC101927027	0	10.2724	14.3371	8.73049	6.67573	1.04617	10.8779	16.7635	10.5515	3.93637	2.51231	12.9055	11.7214	9.04087
LOC101927045	0.990433	2.30202	2.73891	1.51442	1.17094	2.5211	2.41943	2.65225	2.23905	1.15067	1.38334	2.92921	1.60648	1.91229
LOC101927058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927062	0	0	0	0	0	0	0	0	0.197041	0	0	0	0	0.465517
LOC101927079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927081	0	0	0	0	0.197296	0	0	0	0	0.350691	0	0	0	0
LOC101927132	0	0	0.0460419	0	0	0	0.0214782	0.128954	0	0	0	0	0.233128	0
LOC101927196	0	0.241103	0.34339	0.128377	0.668921	0	0.160087	0.183333	0.141687	0.203316	0	0.117501	0.441942	0.167374
LOC101927204	0.927061	0.689751	0.327389	3.95972	2.27262	1.76984	0.661804	0.152824	3.75008	2.47137	1.81273	0.53875	0.429773	3.99967
LOC101927229	0	0.0204982	0	0	0.0853286	0	0.0181548	0	0	0.0903384	0.0368838	0	0	0
LOC101927237	0	0	0.381362	0.0623312	0.0232192	0	0	0.311533	0.103189	0	0	0	0.321831	0.10835
LOC101927267	0	0.0335224	0.0588267	0.225479	0.790358	0	0.0704059	0.189314	0.144589	0.0266592	0.196608	0.0439444	0.148175	0.238832
LOC101927311	0	0	0	0	0.0723018	0	0	0.138818	0	0	1.90863	0	0	0
LOC101927348	0	0	0	0	0	0	0	0	0	0	0	0	0.092048	0
LOC101927356	0	0	0.0471447	0	0	0	0	0.0330081	0	0	0	0	0	0.0200871
LOC101927374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927492	0	0.718404	0	0.610933	0.657575	0	0	0	0.968606	0.33077	0	0.174141	0	1.16132
LOC101927560	0	0	0	0	0.113889	0	0	0	0	0.16901	0.118456	0	0.0350786	0
LOC101927587	0	0	0	0	0.0412529	0	0	0	0	0	0	0	0	0
LOC101927592	0	0	0	0	0.503174	0	0	0	0	0.152674	0.0938292	0	0	0
LOC101927623	0	0.104891	0	0	0.036381	0	0.0232248	0.0348601	0.0808266	0.0770773	0.0472343	0	0	0.0848695
LOC101927637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927641	0	0	0	0	0	0	0	0	0	0.0201347	0	0	0	0.0221683
LOC101927651	0	0	0	5.7275e-06	0	0	0.101311	0	1.44573e-05	0	0	6.02487e-06	0	3.45225e-06
LOC101927814	0	0	0	0	0	0	0	0	0	0	0	0	0.0555228	0
LOC101927865	0	0	0.561302	0.275224	0	0	0.130921	0.786044	0.607506	0.548069	0	0.251912	0.157894	0
LOC101927884	0	0	0	0	0	0	0	0.0795274	0	0	0.650598	0	0	0
LOC101928093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928203	0	0	0	0	0	0	0	0	0	0.0216324	0	0	0	0
LOC101928227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928254	0	0	0.0729637	0.0357747	0	0	0	0.136553	0.0394835	0	0	0	0.123151	0.0932859
LOC101928266	0	0	0.0203771	0.00999151	0.0521359	0	0.0475286	0.171215	0.0110272	0.0315108	0.154217	0.0091452	0.160498	0
LOC101928273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928283	0	0.0952696	0	0.0443451	0	0	0	0	0.0489418	0	0	0	0.0508809	0
LOC101928358	0	1.50156	0.356355	1.63083	0.0433632	0	1.99484	0.415865	1.86417	0	0	1.70594	0.40097	1.72117
LOC101928386	0	0	0	0.193505	0.144043	0	0	0.276327	0.0712029	0	0	0	0	0
LOC101928441	0	0.163357	5.81529	0.190095	0.11328	0	0.108511	4.01756	0.16784	0	0	0.104396	4.97295	0.16522
LOC101928449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928519	0	0	0	0	0	0	0	0	0	0.0223746	0	0	0	0
LOC101928539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928775	0	0	0	0.88521	0	0	0	0	1.30263	0	0	0	0	0.256459
LOC101928778	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928782	0	0	0	0	0	0	0	0.0761136	0	0	0	0	0	0
LOC101928797	0.868996	0	0.203694	0	0.223127	0	0	0	0	0.0394995	0	0	0	0
LOC101928823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928844	7.73734	0	0	0	0.0413389	3.6928	0.0528219	0	0	0	3.56726	0	0	0
LOC101928847	0	0.8825	0.128885	0.126393	0.262845	0	0.48099	0.090245	0.313863	0	0.0612272	1.04118	0.0362553	0.192245
LOC101928896	0	0	0.434383	0.106496	0	0	0	0.152077	0	0.0846164	0.209487	0	0	0
LOC101928936	0	0.0155667	0	0	0	0	0	0	0	0	0	0	0	0.0251908
LOC101929153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929234	0	0.401959	0	0.0467749	0.139338	0	0.267004	0.066795	0	0.591803	0.27273	0.128439	0.0536688	0
LOC101929239	0	0.0535456	0	0	0.03712	0	0	0	0	0	0	0	0	0
LOC101929295	0	0.0681605	0.0647045	0	0.118184	0	0	0.0453059	0	0.050116	0.368866	0	0	0
LOC101929380	0	0	0	0.0862402	0	0	0	0	0	0	0	0	0	0
LOC101929395	0	0	0	0	3.29827	0	0	0	0	2.51736	1.11057	0	0	0
LOC101929526	0	0	0	0	0.0273137	0	0	0	0	0	0.07112	0	0.0420707	0
LOC101929567	0	0	0.0129035	0.018981	0.386777	0	0	0.009035	0.0418971	0.807895	0.231765	0.00579108	0.014519	0.0219964
LOC101929572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929633	0	0	0	0	0.191062	0	0	0.183565	0	0.409271	1.26998	0	0	0
LOC101929723	0	0.100311	0.190453	0	0.418102	0	0.0888426	0	0	0	0.183211	0	0	0.0811625
LOC101929753	0	0	0	0	0	0	0	0	0	0	0	0	0.0566262	0
LOC102467217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102467226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102467655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102546228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102546229	0	0	0	0	0	0	0	0	0.36105	0	0	0	0	0.37911
LOC102546294	0	0.216669	0.117533	0.259335	0.515262	0	0.301555	0.123444	0.222614	0.227531	0.111607	0.290118	0.132248	0.0751336
LOC102606465	3.38844	6.38119	4.36944	5.16141	3.69861	2.15628	5.74432	3.26807	4.13798	2.77272	3.2189	7.844	2.96106	3.89354
LOC102723344	0	0.0586859	0	0.054633	0.325428	0	0.0519767	0.0780164	0	0.0864574	0	0	0	0
LOC102723376	0	0	0	0	0	0	0	0	0	0.209052	0	0	0	0
LOC102723544	0	0	0	0	0.135598	0	0	0	0	0	0	0	0	0
LOC102723859	2.70032	0.11058	0.302922	0.102286	0.34981	4.19812	0.0793904	0.262228	0.13474	0.590028	0.135039	0.0595746	0.320972	0.120115
LOC102724020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724050	0	0.18935	1.77069	0.114205	0.576838	0	0.140156	2.38816	0	0.117421	1.34727	0.1351	1.06438	0
LOC102724508	0	0	0	0	0.505532	0	0	0	0	0	0	0	0	0
LOC102724663	0	0.0767179	0	0.0714172	0.265757	0	0	0.101982	0.0788182	0.0565838	0	0	0.163882	0.248288
LOC102724849	0	0	0	0	0	0	0.0841041	0.378717	0	0	0	0	0	0
LOC102800447	0	0	0	0	0.421334	0	0	0	0.125094	0	0	0	0	0
LOC145837	0.631747	0	0	0.181989	0.976094	0	0.0346282	0.0519765	0.200854	0.431371	0.70595	0.13326	0.0417624	0.126541
LOC154761	0	0	0	0	0.0175253	0	0	0	0	0.0185629	0.0909957	0	0	0
LOC158434	0	0	0	0	0.0331267	0	0	0	0	0	0.0859758	0	0	0
LOC158435	0	0.0264591	0.452115	0	0.183544	0	0	0.31657	0	0.252764	0	0.0676363	0.65003	0
LOC283038	0	3.23073e-06	0	0.0362591	0.333288	0	0.0839953	0.0682917	0	0.238638	0.306576	0.18052	0.098851	0
LOC283177	2.98651	0.0695062	0.175952	0.431373	0.948317	0.950254	0.02052	0	0.380871	1.97447	0.667354	0.0987087	0.123738	0.449913
LOC283585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC284865	0.467906	0	0	0.0270061	0.160979	0.595517	0	0	0.0298055	0.234538	0.209125	0	0	0.0469446
LOC285629	0	0	0	0	0.0576613	0	0	0	0	0.12218	0.0998483	0	0	0
LOC286083	0	0	0.039765	0	0.0435927	0	0	0	0.0430383	0	0.0376898	0	0.0447435	0.0338933
LOC286189	0	1.3032	2.47425	0.508762	0	0	1.04252	2.06778	0.561499	0	0.0759463	1.11044	2.06556	0.850364
LOC286190	0	0.0173717	0.0971506	0.0966414	0.127119	0	0	0.0229726	0.0717718	0.218707	0.068242	0.0146914	0.0736249	0
LOC286367	0.294421	0.0548642	0.729153	0.425627	1.87793	0	0.113381	0.632111	0.488537	0.805847	0.263147	0.062332	0.527427	0.517906
LOC286437	0.447666	0.499694	0.210826	0.491028	3.88987	0.569757	0.41798	0.295239	0.45636	4.16199	2.25086	0.473092	0.504094	0.381852
LOC338963	0	0.0506788	0	0	0.07027	0	0	0.0673718	0.0520693	0	0	0	0	0.164022
LOC339568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC339622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC339803	0	4.01551	5.68235	3.34348	1.45337	0	4.35168	5.80237	3.71569	1.7776	2.78473	4.27164	4.5822	3.32977
LOC339862	0	0.717369	0.471458	0.205485	0	0	0.488736	0.146717	0.368526	0	0	0.51722	0.117885	0.133948
LOC339874	0	0.0661674	0.188424	0.338764	0.344168	0	0	0.0879558	0.136064	0.267538	0	0.0281881	0.212014	0.0803006
LOC374443	2.37859	2.69306	3.38581	2.78656	2.50709	0	2.72946	2.04211	3.38368	2.58289	1.6564	3.2289	2.80959	2.84324
LOC375196	0	0	0	0.128096	0.495232	1.42227	0	0	0.282748	0.340313	1.71542	0	0.0734876	0.111334
LOC388282	0	0	0	0	0	0	0	0	0	0.0397917	0.0978436	0	0	0
LOC388882	0	0.255527	0.080857	0	0.354377	0	0.0377191	0	0	0.219332	0	0.0725771	0.0909801	0
LOC388942	0	0	0	0	0	0	0	0	0	0	0.329741	0	0	0
LOC389895	0	0.225498	0.214065	0.78722	0.078157	0	0.549226	0.149887	0.868822	0	0.102118	0.384288	0.421514	1.00351
LOC400043	0	26.0663	0	0.0458716	3.79205	5.07569	38.2735	0	0.405013	2.17625	5.52658	44.5893	0.0526324	0.119608
LOC400655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC400863	1.37905	0.142512	0.0541143	0.265339	0.158167	0	0.277682	0.189453	0.234275	0.272325	0.308174	0.0728593	0.0608893	0.345929
LOC401557	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC440040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC440300	0	0.00799152	0	0	0.0531285	0	0.00708952	0	0	0.113879	0.0155618	0	0.0175409	0
LOC440311	8.22927	15.3571	4.61155	8.8624	31.0258	19.3359	18.5979	3.95812	7.04398	25.2427	31.4074	10.4484	7.4486	8.4952
LOC441081	0	0	0	0	0	0	0	0.0153486	0.0118624	0.101699	0.0207405	0	0	0
LOC441204	0	0.945887	0	0.114856	2.65221	0	0.692055	0.0546718	0.126762	0.726095	0.668555	0.350425	0	0.166378
LOC442497	0	0.172353	0.218152	0.427868	0.557915	0	0.279857	0.229124	0.383679	0.337799	0.207067	0.0489533	0.429563	0.232425
LOC550113	0	6.22734e-05	0	6.31708e-05	4.70126e-06	0	0	6.42797e-05	6.37944e-05	0	0	0	6.22525e-05	6.85705e-06
LOC554206	1.14466	0.493158	0.267516	0.852614	1.26932	0	0.873556	0.749255	0.579074	1.40239	2.30314	0.660334	0.677268	1.19708
LOC642236	0	0	0	0.126027	1.50107	1.39903	0	0	0	0.0498934	0.245742	0	0.072301	0.0547682
LOC643441	0	0	0	0	0.0620846	0	0	0.0396629	0	0.02193	0	0	0.0318686	0
LOC643923	0	0	0	0	0	0	0	0	0.0785104	0	0	0	0	0
LOC644189	0	0	0	0	0.1071	0	0	0	0	0.0283976	0.0697063	0	0	0
LOC644762	1.34563	11.4043	12.0904	11.8566	2.7996	3.42525	11.3907	11.5088	13.0001	3.73562	2.93227	14.0796	7.15769	10.6756
LOC645166	2.73176	0.330617	0	0.307764	3.9355	6.95348	0.87846	0.0866847	0.296035	3.52165	5.26622	0.140874	0.176574	0
LOC645434	0	0.118478	0	0.183827	0.0273872	0	0.0699555	0.105002	0.0405763	0.0580985	0	0.235558	0.042184	0.127818
LOC646268	0	0	0	0	0.0644133	0	0	0	0	0	0	0	0	0
LOC646813	0	0	0	0	0	0	0.128653	0	0	0	0	0	0	0.117533
LOC647859	2.58904	2.03984	0.595819	0.876446	0.325526	0	1.11178	1.25157	0.644865	1.39721	0	1.73812	1.17323	1.01568
LOC653160	0	0.27896	1.19167	0.844008	1.76544	0	0.370603	0.509914	1.0748	1.84609	1.19532	0.683381	0.89391	0.423212
LOC653653	1.99159	13.5051	28.2048	28.4023	1.74446	1.26738	12.8311	27.7464	29.1389	2.30659	3.22773	15.9536	21.7693	24.0401
LOC728730	4.0898	1.37011	0.963436	2.40926	1.44328	2.08208	1.68538	0.472217	2.63293	1.6779	0.548346	1.81603	0.948549	1.95029
LOC728819	0	0	0.115342	0.113112	0.800054	0	0	0.0807622	0.249674	0.581842	0.550679	0	0	0.294932
LOC729930	1.05728	2.08429	0.618315	1.6978	0.722258	0	1.26913	1.38542	1.53919	0.480015	0.354534	2.10899	1.11316	1.37024
LOC729950	0	0.0554429	0	0.025807	0.0769181	0	0.0245522	0	0	0.0814918	0.0998957	0.0472421	0	0
LOC729987	0	0.0569493	0	0.0265082	0.0197516	0	0	0.0757078	0.029256	0	0.0513122	0.0727886	0	0.0230395
LOC730183	5.12175	0.931502	0	1.15623	5.04614	3.2593	1.51252	0.825552	0.319021	3.22525	4.87065	0.529147	0.66332	1.13055
LOC90246	0	0.0230323	0.043729	0.0214417	0.079893	0	0.0203992	0	0	0.0338419	0.663408	0.0196255	0.0492038	0
LONRF2	0	0.46665	0.0406412	0.470293	3.36065	0	0.147878	0.0796792	0.514644	0.232423	1.64359	0.211581	0.0823129	0.446858
LPCAT2	0.728122	2.5698	1.67648	2.034	5.13776	1.62173	3.04805	1.20397	1.88428	3.75596	5.79561	3.43405	1.36641	1.78617
LPCAT3	83.6533	15.9824	28.4276	34.6124	17.3882	79.4192	18.5012	27.4718	33.5621	34.3725	42.0356	19.0896	27.8236	35.2107
LPHN2	0.17149	57.0332	57.8777	80.6198	15.0482	1.30956	62.5862	60.7604	86.7849	27.331	5.2684	72.6004	45.3566	72.7546
LPHN3	0	7.04714	13.0033	3.07262	7.24973	0.405576	6.37317	15.8643	2.94305	3.57181	1.08578	7.16181	10.5553	2.63046
LPP-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPPR5	0	2.30148	0.557649	2.07869	5.33304	0	2.2504	0.513766	2.19199	0.0226586	0	2.55558	0.297199	2.29262
LRAT	10.0752	44.065	22.2891	44.1944	0.773787	8.20671	59.0126	23.3185	48.2735	0.689812	1.17058	35.3266	13.3027	42.2739
LRIF1	10.7726	21.2365	17.781	19.4656	7.13099	6.02041	19.7685	14.9774	19.9899	7.76289	8.71262	23.7124	11.8774	20.8138
LRR1	15.0687	17.88	15.4922	26.0518	6.07385	13.3091	19.0074	15.8293	23.9981	5.08884	16.9513	26.322	11.2952	29.5785
LRRC27	1.83831	3.87651	3.24423	1.90161	4.10853	2.44841	3.89132	2.47692	1.69818	4.19677	2.93102	3.17683	3.44367	2.07378
LRRC36	0	0.304959	0.346924	0.113404	0.315016	0	0.161836	0.202429	0.0823354	0.380173	0.439202	0.182889	0.390706	0.0492809
LRRC37A	0.569309	0	0	0.010986	0.117369	0	0	0	0	0.20317	0.140147	0	0.0126052	0
LRRC37A5P	0	0	0.250102	0	0	0	0	0.0875603	0	0.0485429	0	0	0	0
LRRC37A6P	0	0.431933	0.802237	1.40736	0.534337	0.192096	0.424135	0.761448	1.42783	0.427265	0.32036	0.456054	0.641902	1.26879
LRRC39	2.50752	0.752863	2.54561	1.50845	0.700751	0	0.536256	1.61106	1.3451	1.53039	0.07655	0.896498	1.25313	1.24597
LRRC49	0.67658	19.2166	4.66582	8.92583	4.41541	0	16.7949	4.91445	10.2023	1.35773	0.793716	21.7747	3.16343	9.73648
LRRC9	0	0.597952	0.780496	0.603045	0.0518666	0	0.816455	0.761789	0.780748	0.0731578	0	0.817333	0.758456	0.695487
LRRTM2	0	0.854857	0.18501	0.0805822	1.71122	0	0.0480547	0.0864619	0.0111167	0.452778	0.272074	0.184486	0.0693898	0.078796
LRRTM3	0	0.160593	0.0381125	0.259837	0.717429	0	0.0266687	0	0.206249	0.125234	0.126177	0.0513145	0.0322209	0.308606
LRTOMT	2.66687	3.11637	3.45691	2.3544	2.1262	1.56784	3.30129	3.62077	2.36076	2.4052	2.77559	4.47422	3.27366	1.96123
LSM12	1.24478	4.19556	6.1575	6.56559	0.785648	2.64044	4.96974	4.7563	6.26768	1.43744	2.5498	5.63662	3.95909	6.58118
LSM8	2.98474	8.41035	15.5245	7.37705	3.58831	2.14289	7.75271	14.8864	8.44529	3.4645	3.12044	9.5294	10.999	7.55684
LTB4R	9.47107	0.899575	3.38874	5.42353	2.15996	24.6334	0.847318	3.79646	5.39884	2.50552	5.89416	0.876017	4.04179	5.36082
LTBP1	0.589498	28.8361	29.3388	14.8535	20.161	1.50055	28.8807	30.0071	15.7549	4.83459	6.83089	32.3301	28.984	13.3252
LUC7L3	341.458	87.258	128.454	127.741	86.2809	341.464	86.1821	114.527	130.026	76.1301	26.2822	99.7248	80.2746	133.003
LYRM5	48.6762	10.4932	16.5433	8.0342	14.1044	34.3818	11.3437	12.6194	7.91629	24.9042	18.924	15.1224	10.6861	9.44505
LYVE1	2.06011	0.0511205	0	0.166565	14.8765	4.71958	0.0226381	0.0339795	0.0262653	13.5603	115.365	0	0	0.0827261
LYZ	65.1122	0.670954	0	0.0416411	22.6412	255.056	0.198083	0.0594639	0.0459576	63.9859	623.509	0.19057	0.143335	0.180961
MAB21L1	0	1.10729	0.0824428	0.0404243	7.51635	0	0.192294	0.0288631	0	0.590125	2.77438	0.555004	0.0231911	0.0351347
MACROD2	0	0.947333	0.239449	0.376638	2.21013	0	0.911836	0.50244	0.401288	0.966014	0.524838	0.882991	0.269404	0.254855
MADCAM1	0	0.0547421	0.103935	0.101925	5.4034	0	0	0.145551	0.337476	5.57183	6.63104	0	0.0584725	0.0885875
MAFA	0	0.0811706	0.0513699	0.0755649	0.168919	0	0	0.0359691	0.0555985	0.159068	0.0487444	0.299712	0.0289007	0.0437847
MAFB	0.592547	0.552083	0.384333	0.256978	3.90709	9.04981	0.277081	0.293573	0.207985	5.0006	12.0155	0.250892	0.275196	0.312692
MAGEA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB1	0	0	0	0.145292	0	0	0	0	0.120263	0	0	0	0	0.220996
MAGEB2	0	0	0.158268	0.038802	0	0	0	0	0	0	0	0	0	0.0337247
MAGEB3	0	0.0279193	0.848117	0.0779734	0	0	0.173092	0.816542	0.143427	0	0	0.190317	0.80519	0.0225901
MAGEB4	0	0	0	0.0266765	0	0	0	0	0	0	0	0	0.122433	0
MAGEH1	0.744046	23.594	26.8074	9.67641	44.7409	2.8409	22.5668	26.8411	9.49809	63.6989	30.0171	23.2393	23.728	10.6802
MALRD1	4.52117	0.026372	0.0834495	0.0245508	12.1707	8.27168	0.0467142	0.116862	0.0180638	70.9066	8.30206	0.0674137	0.0469486	0.0142255
MAMLD1	0	0.293631	1.93023	0.207431	1.97827	0.285128	0.185015	3.15928	0.150642	0.906931	1.2671	0.147649	2.13582	0.202829
MAN1A2	2.18436	16.4603	21.6868	8.8632	12.8051	2.7801	16.8244	21.536	10.5845	14.6831	6.67004	19.2731	15.8286	7.65763
MAP10	0.898516	1.17351	2.14313	3.03809	1.6985	0.228713	1.12843	2.09492	3.30708	1.35358	1.68634	1.12373	1.56386	3.77092
MAP1B	0.80051	22.9713	49.1297	34.5944	36.9608	1.12071	16.2046	55.2714	37.6068	2.13548	7.48472	19.2805	43.8827	32.9953
MAP1LC3B2	15.2452	5.41999	7.62906	6.61159	4.53042	42.6865	4.13824	9.19294	5.56871	9.86894	16.193	5.25531	6.18861	4.23422
MAP2K1	17.7283	28.8641	72.0413	40.2955	10.9538	20.1025	30.4527	75.9246	41.3388	10.9616	19.0558	32.7112	69.5621	39.5492
MAP2K4P1	0	2.23687	4.34233	2.05899	1.15073	0	2.53764	3.14072	1.83343	0.794096	0	2.95538	2.17453	1.64721
MAP3K15	0	0.4319	0.68665	0.660664	0.119691	0.570122	0.526567	0.422867	0.602992	0.0841954	0	0.800433	0.471654	0.527322
MAP4K4	5.68991	55.5681	93.7396	68.9239	19.7246	9.59518	51.3312	95.3164	70.475	9.85246	8.92252	60.6573	79.0913	66.9708
MAP4K5	12.639	23.6401	27.649	22.6083	13.397	4.88326	26.293	25.011	23.0059	11.0824	6.48009	32.7077	20.3208	21.5457
MAPKAPK2	65.782	24.112	28.719	16.8775	26.2965	97.4564	23.5763	28.6195	17.3727	26.5187	46.8627	21.368	33.051	17.167
MAPKAPK3	40.3525	20.9808	12.3114	24.0302	21.023	33.3815	25.1902	13.28	20.6305	37.4087	22.4089	19.6908	19.7896	24.4715
MAPKAPK5	40.9517	35.2343	27.0679	37.7259	14.3218	34.1813	36.1121	28.8813	37.4663	19.4051	7.5061	42.5712	23.0294	38.923
MAPKAPK5-AS1	9.90512	20.1637	7.17465	19.0163	8.13326	13.813	22.4043	7.08563	19.8288	8.63752	11.4483	23.1646	6.63375	19.5779
MARC1	8.8201	10.822	20.0001	23.7932	8.54485	2.36328	10.9103	19.2077	22.9772	13.8981	16.0275	11.6737	13.0351	24.4525
MARCH4	0	0.428469	0.49859	1.55691	2.02366	0	0.318278	0.532854	1.36328	0.497215	1.16745	0.247321	0.590539	1.29727
MARCH5	16.2387	22.5317	19.1291	13.2694	10.481	18.4069	20.4725	18.2361	12.9925	9.91032	10.5733	28.0124	14.602	12.8471
MARCH7	22.5026	63.0985	102.341	71.9683	28.8738	23.364	69.9083	96.8994	78.2755	25.4948	18.4572	81.0173	74.4413	75.4089
MARCH8	16.4547	6.16915	4.37114	4.99379	21.5611	10.9959	6.41933	4.04676	4.61333	26.8904	10.4106	6.03997	5.0851	4.89611
MARCO	0	0.0719635	0	0	0.0748634	1.4791	0.0637364	0	0	0	4.35035	0	0	0
MARK2	24.2853	6.59554	7.75549	9.05911	16.0204	23.6842	6.28263	6.77087	8.41054	20.3081	17.6053	5.85852	9.49634	9.21275
MARS2	0.655664	7.61315	4.25125	12.564	3.79904	4.1724	8.40144	5.22278	12.967	4.39583	8.09455	8.03077	4.06598	13.4894
MARVELD2	3.87214	5.49066	8.99493	10.1111	15.4548	2.51052	8.07826	9.6923	11.0051	21.7503	8.59586	5.62438	9.32593	9.41923
MAX	52.978	24.9831	21.5111	12.8043	38.9555	77.0164	23.3412	19.9296	14.0674	59.2898	35.6533	23.6222	18.5649	14.5482
MBD3L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
