Genes	tracking_id	AS1	D4CF1	ES1	FS1	AS2	D4CF2	DE2	ES2	FS2	AS3	D4CF3	DE3	ES3
HMGB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0443988
HMGXB4	5.52328	26.7553	25.706	24.9875	7.24424	7.6409	27.0548	25.8025	25.9989	7.03904	8.28998	31.0644	21.7001	24.6031
HNRNPA3	15.9945	95.4546	89.1135	81.7457	31.729	23.9994	104.103	86.5094	84.323	37.7401	47.529	117.055	63.4352	86.6993
HNRNPC	82.3319	197.512	166.272	190.141	32.5359	99.8687	202.238	174.06	187.622	70.7837	159.22	236.12	129.448	201.507
HNRNPH3	99.8184	278.806	194.537	225.283	67.9666	91.515	288.492	189.213	230.747	70.5827	48.8282	315.678	140.416	257.161
HOTAIRM1	0	20.3302	0	0	7.67786	10.6876	27.928	0	0	6.59697	7.67047	41.5655	0	0.083157
HOXA-AS3	0	69.5055	0.0899922	0	3.0414	0	83.238	0	0	2.70679	0.264394	94.1866	0	0.012776
HOXA1	0	18.179	0	0.0255263	1.12287	0	25.2609	0	0.0281727	1.83339	0.40597	37.1304	0	0
HOXA10-AS	0	0.899526	0	0	6.78646	0	1.04663	0	0	6.13048	0	0.491524	0	0
HOXA3	0.309511	10.921	0	0	14.1576	0	12.1313	0	0	13.486	3.00847	15.337	0	0
HOXA4	0	5.12156	0	0	8.49216	0.791825	10.334	0	0	5.63625	4.79702	6.85773	0	0
HOXA5	0	31.9886	0	0.0376006	40.8365	1.66158	40.1721	0	0	24.3631	7.95097	32.2473	0	0
HOXA6	0	1.96563	0	0	14.4359	0	4.27439	0	0	17.5455	0.358322	1.23645	0	0
HOXA7	0	26.0529	0	0.0301672	3.11073	1.99688	33.3911	0	0	5.35311	0.858609	41.079	0	0
HOXA9	0	48.7907	0	0.0290318	22.8326	0	63.6202	0.125855	0	28.7769	0.113753	80.6448	0	0
HOXB-AS1	0	2.65079	0	0	0.495783	0	3.05535	0	0	0.151687	0.372109	2.41534	0	0
HOXB-AS3	0	824.61	0.835833	0.406366	36.2291	0	1318.41	0	0.181584	6.00785	8.47224	1189.37	0	0
HOXB2	0.678635	27.6639	0	0.0390795	13.2739	8.63718	31.9744	0	0	3.30453	10.0863	37.2717	0	0.0679318
HOXB3	0	40.847	0.0652733	0.0640111	22.7065	0.704298	54.1108	0	0.0529848	5.88151	5.77871	53.0871	0.0367227	0.0417263
HOXB4	0.517816	14.9523	0	0	8.23439	0	21.5979	0	0.0329669	2.21732	6.82744	18.9196	0	0
HOXB5	0	4.10114	0.0689064	0	48.0447	0	4.59716	0	0	6.19196	7.33562	4.6699	0.0387665	0
HOXB6	1.28856	10.3302	0	0	26.2899	0	6.48889	0.0530005	0	6.89141	7.55959	5.71756	0	0
HOXB7	0	22.7774	0.0958871	0	13.3754	1.0407	18.9657	0	0	7.84485	3.83813	27.1545	0	0.0408642
HOXB8	0	26.3526	0	0.0337451	4.8016	0	27.8987	0.144565	0.0744861	1.09291	0.26166	29.188	0	0.0293295
HOXB9	0	191.554	0.31248	0.0437768	19.5246	0	229.899	0.156284	0.120787	8.04972	0.0423306	241.474	0.0753433	0.076097
HOXC-AS1	0	15.8653	0	0	0.353798	0	22.6637	0	0	0.126718	0	11.0474	0	0
HOXC-AS2	0	4.69473	0	0	0.675741	0	7.79628	0	0	0.727878	0	3.00024	0	0
HOXC-AS3	0	2.8558	0	0	0.737075	0	2.21315	0	0	0	0	1.82504	0	0
HOXC10	0	65.8088	0.0634878	0.0311301	1.80903	0	75.4629	0	0	0.663812	0	74.168	0	0.0541133
HOXC4	0	58.2112	0.0772448	0	4.89202	0	71.5542	0.0533621	0.0824848	2.90923	1.08738	86.4701	0.0428764	0.0649581
HOXC5	0	5.2593	0	0	1.57363	0	5.57776	0	0	1.89259	1.0541	6.13611	0	0
HOXC6	0	110.152	0.0917285	0	4.41016	1.6344	144.771	0	0.163293	5.58233	2.00902	125.073	0.0424397	0.096446
HOXC8	0.454142	34.4683	0	0	0.898555	0	46.9639	0.0748723	0.0289331	1.69709	0.0507429	48.2301	0	0.0455705
HOXC9	0	15.714	0	0	0.547849	0.903429	20.9152	0	0	1.64715	0	26.2931	0	0
HOXD-AS2	0	0	0	0	3.49582	0	0.319525	0	0	2.58071	1.10231	0.204938	0	0
HOXD10	0	7.66588	0.0696382	0	4.93488	0	4.19064	0	0	0	0.0661972	5.12558	0	0
HOXD4	0	27.8382	0	0	17.9573	0	27.5591	0.0714436	0	10.7241	1.55681	28.0708	0	0
HOXD8	0	14.9214	0.046865	0	9.62755	0.86	16.4095	0.0555674	0	3.17677	4.52944	21.9799	0.0892953	0
HOXD9	1.12737	17.2114	0	0	3.97091	0	18.0265	0	0.0358694	0.154024	1.82662	17.6998	0	0
HPCAL1	147.447	0.704735	0.167241	1.02534	34.5866	113.602	1.05353	0.527083	1.08637	41.742	76.435	0.747522	1.83496	1.39016
HSCB	12.9342	10.0244	13.7385	11.0625	7.40726	13.7181	9.70152	10.1492	10.163	12.2812	9.75877	11.766	8.22563	9.61499
HTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYPM	0	1.18554	0	0	0.136507	0	0.350001	0	0	0	0	0.841817	0	0
IARS	6.31227	122.159	118.922	166.056	22.1978	9.20028	124.556	124.031	172.181	23.1935	20.9181	149.933	92.7192	159.896
IFI30	38.1917	2.84882	3.24525	12.73	102.159	94.2693	5.74013	3.50315	11.0494	299.049	110.092	2.54881	6.16199	11.5829
IFIT1B	0	0	0	0	0.0460447	0	0	0	0	0	0.0598682	0	0	0
IFIT3	19.7363	0.548272	0.197813	0.800217	5.42829	20.3089	0.415258	0.207762	0.669065	9.38203	17.4536	0.266337	0.111287	0.61128
IFNA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNB1	0	0	0	0	0	0	0	0	0	0	0.168271	0.157249	0	0
IFT74	4.80744	26.4033	21.1247	20.6527	13.0427	5.01313	26.8835	21.6348	20.9933	11.7967	3.20753	36.3172	18.0105	19.4055
IGHMBP2	20.3982	2.25356	1.78275	1.96681	5.23397	9.93582	2.16225	1.41471	1.73655	4.90663	6.30208	1.60019	3.35995	1.89938
IGSF21	0	0.134911	0.0640352	3.76781	0.935701	0	0.298719	0	4.01977	0.0991925	0.182513	0.172433	0.180131	4.66657
IGSF23	36.4675	0	0	0	1.55399	44.866	0	0	0.15362	3.63886	5.16364	0	0.0798533	0.0604891
IL13RA2	0	0	0.190626	0.0934698	0.104414	0	0	0	0.0515794	0	0.0908317	0	0	0
IL17D	2.2876	1.59377	1.07588	0.527539	2.4072	3.63937	1.4743	1.17708	0.473056	2.78666	1.59763	2.29356	0.945767	0.429853
IL34	0	0	0.643565	0.876657	6.99035	8.51869	0	0.450624	0.733198	12.3439	1.08786	0	1.4484	0.51806
IL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPG2	0.11573	0.050418	0.246145	0.0469361	0.189949	0	0.0510332	0.258525	0.0962027	0.412248	0.0387846	0.0613721	0.246189	0.0466222
ING3	9.40039	16.5636	17.2076	16.9384	9.72234	7.71409	15.5085	18.9847	16.8939	10.4256	6.75904	20.719	11.7275	20.3987
INPP5F	4.46377	70.0644	119.543	97.2266	15.6107	3.24859	73.3921	115.554	99.2874	6.99385	5.98469	89.5239	88.4683	95.9551
INTS5	6.13387	4.60958	2.09752	5.16012	8.96021	8.19708	4.8755	2.40559	4.38379	9.05124	14.357	3.22985	5.412	5.39422
INTS6	7.4937	7.06279	15.6206	12.0642	5.99614	7.01128	6.63308	15.1784	12.7608	6.08568	4.5645	7.6985	10.6274	11.7092
INTS6-AS1	8.22147	1.00661	0.955571	1.21822	2.92756	0	0.891531	0.267635	0.930807	4.16531	1.83858	0.94349	0.860165	1.79184
IPMK	12.8886	5.76076	18.1537	3.98072	5.92109	11.7458	6.0665	16.3561	4.64761	8.81213	4.83496	7.32926	10.8053	4.13258
IPO5P1	0.541166	11.1582	14.0636	8.59658	7.04848	0.22958	9.46625	13.7637	9.33016	4.76328	2.39812	10.8772	12.3584	8.26176
IRS2	4.99784	3.31699	5.87121	4.38259	10.4727	8.65787	2.89188	5.40861	4.81026	10.0477	4.35798	3.40047	4.41956	5.1161
IRS4	0	1.03743	0.333325	2.82305	0.0885949	0	1.61148	0.509222	2.68933	0.0468773	0	1.98555	0.767162	2.0404
IRX6	0	0.0828513	0	0.0257098	0.0191572	0	0.0244598	0	0	0	0.44783	0	0	0
ISPD-AS1	0	0.0313998	0.119231	0.0292313	0.108896	0	0	0.0834851	0.0588259	0.046165	0	0	0.0670792	0
ITGAM	0	0	0.0490899	0.457336	0.601051	0.264642	0	0	0.385198	0.408228	2.16078	0.0110157	0.0276179	0.282429
ITGB1	12.0543	145.952	187.672	117.613	79.5599	22.8423	152.218	210.643	118.278	61.6587	48.3622	171.538	149.821	108.948
JAKMIP3	0	0.0653733	0.567393	1.10415	0.42775	0	0.0578996	0.384872	1.06508	0.0342703	0.167697	0.0875343	0.508748	1.00501
KANSL1L	0.691697	4.92975	14.3528	6.47091	6.98247	1.12947	5.3296	13.1409	6.52792	6.03476	1.74456	5.91644	10.0321	6.00253
KCND2	0	0.286052	0.782059	5.79463	1.4451	0	0.192546	0.76055	6.13666	0.0755894	0.143878	0.399736	0.6722	5.53633
KCNJ13	65.2848	0.0370354	0.386759	0.155247	1.14803	7.20956	0.262411	0.295151	0.141666	18.7615	22.6323	0.268255	0.239329	0.0599363
KCNJ15	0	0.0453994	0	0.02112	0.0472447	0.931401	0.0804366	0	0	0.0667156	0.204391	0.183542	0	0
KCNJ8	0	4.48541	0.101987	0.475073	5.51491	1.10231	4.85278	0.142823	0.524318	1.0461	4.98373	5.58417	0.028689	0.282516
KCNK1	37.734	1.67932	21.4644	8.7659	6.21936	49.8722	1.99197	19.1753	9.02754	4.03374	19.0811	2.32525	18.4821	8.8078
KCTD13	14.3378	2.09026	2.45769	1.60004	6.38238	7.14057	1.5397	1.58929	1.70359	7.96809	9.6789	0.979058	4.38533	1.49796
KCTD16	0	0.718995	0.111892	0.131674	0.458039	0.241233	0.396693	0.125354	0.145323	1.4449	0.296444	0.361561	0.1259	0.0667589
KCTD9	23.9379	6.62677	12.233	7.63878	4.15205	12.7884	7.69009	9.8833	8.18542	7.37426	12.1834	10.4485	8.13717	7.38187
KDM8	51.3299	2.01919	1.57277	1.83155	2.96995	37.1791	1.8342	1.61745	2.02141	5.66866	4.89583	1.19114	2.1568	2.0527
KERA	0	0.0504612	0	0	0.0700109	0	0	0.0335412	0	0.0741557	0	0	0	0
KIAA0196	13.5877	26.6245	25.1479	29.6271	12.7377	13.0459	28.6328	27.1809	31.526	15.2512	5.77903	36.1063	22.2351	28.1959
KIAA1217	6.9468	6.57972	2.40394	7.67463	18.8542	10.094	8.99877	2.95468	8.3464	25.9802	7.99838	6.52479	3.32555	7.08931
KIAA1715	2.03601	18.7742	8.43527	3.28136	10.5678	2.59128	19.0954	7.80032	3.45885	8.47397	6.27383	22.8583	5.88419	3.27039
KIF20B	1.23193	23.8823	29.2305	33.8595	4.03544	1.56792	27.8739	25.8402	36.8922	4.39796	3.68142	35.5696	21.449	32.324
KIF27	0.450201	2.3161	2.00222	1.5111	1.48558	0.286494	2.75423	2.70101	1.45201	2.0053	0.65385	2.77808	2.4739	1.15593
KIFAP3	17.0521	17.4934	8.54314	2.42353	14.2013	11.7568	14.6528	9.73541	1.92831	9.38734	6.27173	15.752	6.60456	2.213
KLHDC2	151.465	34.3985	43.5391	35.4332	45.578	85.0917	30.4659	46.362	35.5305	51.6441	12.5617	40.454	34.0035	35.1242
KLHDC8A	0.376445	1.77541	0.354842	0.761211	3.70874	0.479112	0.393136	0.248459	0.7201	0.264483	1.0927	0.318506	0.399268	0.548186
KLRK1	0	0	0.290305	0.0393938	0.686201	8.71885	0	0.0869151	0	1.06051	2.37318	0.0360976	0.206332	0
KMT2A	2.76126	8.57316	13.2225	13.9536	12.9074	1.90358	7.98252	15.2739	15.1741	9.83442	5.14726	8.28804	13.508	11.235
KNG1	0	0	0	0.0433088	0.989953	0	0	0	0.0329249	6.27219	0	0	0.0248457	0
KRAS	10.9296	34.4277	70.0094	45.103	13.1386	8.76474	34.6037	64.7898	50.466	15.3204	13.3712	43.4503	53.8478	46.5129
KRT2	0.856259	0	0	0	0	1.08978	0	0	0	0	1.3394	0	0	0
KRT20	1418.51	0	0.0695947	0	33.4041	751.236	0	0	0	35.9606	233.728	0	0.0391539	0.0296592
KRT32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT71	0	0	0	0	0.0592549	0	0.0504387	0	0	0	0	0	0	0
KRT8	2047.53	84.5711	90.0063	25.6589	243.554	1865.61	99.2602	114.398	22.0554	569.671	1776.17	46.4874	166.813	24.5408
KRTAP13-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1CAM	0	2.12734	10.26	3.55117	24.7806	0.7507	1.31026	12.5152	2.90174	0.735661	10.0384	0.770879	20.0333	3.0271
LAMB2P1	0.708768	0.788909	0.083212	0.571221	0.607813	0	1.12571	0.0582648	0.49534	0.999711	0.712851	0.634873	0.514965	0.248238
LAMB3	33.2986	0.0306074	0.0290536	0.114061	70.1669	61.1745	0.027104	0	0.157365	108.194	20.4598	0	0.0163284	0.0578661
LCE3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDHAL6A	0	0.032858	0.623859	0.244717	0.318831	0	0.0291015	0.611554	0.337606	0.314051	0.118521	0.0279977	0.38608	0.239282
LECT2	0	0.201669	0.255259	0.0625806	0.0931731	0	0.119076	0	0.0690677	0.0495488	0	0	0	0.217567
LEP	0	0	0	0	0.0252673	0.373085	0	0	0.0187083	0	0.1965	0	0	0
LETM1	15.7928	4.18552	4.1958	7.00324	7.19545	13.4761	4.28037	3.93202	7.10993	8.36464	19.8081	3.61397	6.09213	7.30603
LEUTX	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALSL	20.0725	13.9143	13.255	16.3162	9.02521	30.5235	16.5558	11.1976	16.6594	12.0488	6.02855	14.2164	10.364	15.885
LGR4	10.4793	17.7933	40.1896	43.085	51.1986	8.09764	19.9231	45.1117	46.1522	35.4159	17.8113	18.3643	29.41	42.9838
LILRA5	1.68964	0	0	0	0.499197	2.15046	0	0	0	0.558185	6.64737	0	0	0
LIMS1	3.98426	34.7415	25.2318	17.4373	13.1424	18.6659	39.8514	26.2832	20.1086	18.8683	13.901	58.5502	19.3381	18.9126
LIN28A	0	413.347	453.933	473.634	0.0213759	0	501.041	474.901	492.613	0	0	550.813	402.801	471.967
LIN28B	0	49.5974	60.0092	51.4696	0.0384128	0	58.4291	58.752	55.8266	0	0	73.127	46.6389	50.8348
LINC00114	0	0	0	0	0.188181	0	0	0	0	0.267458	0.825493	0	0	0.10816
LINC00173	0	1.73236	1.84689	2.5991	1.05165	0	1.45856	0.89778	2.08549	0.712878	0.706129	0.972472	1.08271	1.60622
LINC00184	0	0	0.0539309	0	0.0197039	0	0	0	0	0	0.102375	0	0	0.0459675
LINC00303	0	0.0447985	0.595379	0	0	0	0.039677	0.357328	0	0	0	0	0.574216	0
LINC00309	0	0	0.0359193	0.246573	0	0	0	0.0503011	0.116628	0	0	0	0.0606244	0.275539
LINC00371	1.30666	0	6.60155	8.55332	0	0	0.078505	6.12813	8.65272	0	0	0	9.27961	5.66147
LINC00424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00452	0	0	0	0	0	0.860617	0	0	0	0	0	0	0	0
LINC00461	0	2.57999	0	0.311693	0.826148	0.381149	0.345962	0.197821	0.305781	0.0409797	0.167289	0.713234	0.0198654	0.240806
LINC00466	0	0	0	0.0343822	0.051227	0	0.0327105	0	0.0758924	0	0	0	0	0.0597664
LINC00502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00570	0.844074	0	0	0	0	2.14855	0	0	0	0.0767453	0	0	0.0556707	0
LINC00575	0	0.182242	0.519026	0	0	0	0	0.242274	0	0	0.166134	0	0.443948	0
LINC00577	0	0	0	0.294511	0.109383	0	0	0	0.32504	0	0	0.404348	0	0.639934
LINC00601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00841	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00857	13.5455	0	0.227739	0.139584	0.249606	16.0084	0	0.0797311	0.0308107	0.859649	2.43244	0	0.0320314	0.169847
LINC00858	0.762342	0.260197	0.314369	0.462435	0.0328197	0	0.293301	0.345904	0.558977	0	0	0.201555	0.378994	0.306228
LINC00896	1.41852	0	0	0	0.162667	2.40718	0	0	0	0.0646373	1.00382	0.0249779	0	0
LINC00904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01004	2.04629	0.579542	2.69637	2.00393	3.7216	0.130219	0.518927	2.73463	1.75362	3.36454	0.834352	0.510099	1.66663	1.88084
LINC01005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01080	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01082	0	0.249717	0	0	32.738	26.665	0	0	0	19.4062	2.81563	0	0	0
LINC01116	0	10.1016	0.130469	0.831648	5.28597	0	7.66868	0.365415	0.706043	1.92496	1.24765	9.31012	0.146803	0.945233
LINC01138	0	0.174487	0.441707	0.270729	0	0	0.154539	0.231961	0.179275	0.0856821	0.105391	0.148678	0.372756	0.423545
LINC01176	7.52286	0.344531	0.872166	1.06913	1.98745	4.78727	0.101714	0.76336	0.47198	1.78396	1.26195	0.29357	0.61335	0.65046
LINC01193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01197	0.809259	0.0499881	0	0	0.138627	0	0.13282	0	0	0	0.271324	0.0851883	0	0
LINC01257	0	0.0258644	0	0.0240782	0.0179421	0	0.045815	0	0	0	0	0.0220387	0	0.041855
LINC01265	0	0	0	0	0.068187	0	0	0	0	0	0	0	0	0
LINC01271	0	0.0555444	0	0.219577	0.119944	0	2.07438e-06	0	0	1.5722e-06	0.0912611	0.0715089	0.189218	0.101811
LINC01353	0	0	0.231152	0	0	0	0	0	0	0	0.446531	0.176696	0.390143	0
LIPC	2.03298	0	0	0	0.465085	0.862475	0	0	0	0.0616785	0.605821	0.0714366	0	0
LL22NC01-81G9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMBR1	3.22269	24.7846	27.9149	21.8604	11.4107	1.79445	23.6704	27.1046	24.075	11.7494	7.67305	28.5565	21.8183	22.3237
LOC100129617	0	0	0.45431	0.286371	0.829696	0	0	0.181751	0.245822	0.65341	0.801551	0.0291239	0.0730174	0.30421
LOC100287072	0	0	0	0	0.0209935	0	0.0536122	0	0	0	0	0	0	0
LOC100287225	0.316697	0	0.112019	0.194303	0	0	0.0174186	0.0261451	0.217054	0	0.672271	0	0.0393012	0.248443
LOC100288778	84.1914	1.09639	0.657349	0.644637	0.799989	14.287	0.868835	0.69041	0.770748	2.93271	9.82801	0.491696	1.54093	0.280143
LOC100289333	0	0.344587	0	0.641579	1.18617	0	0.305192	0.45809	0.354042	0.518668	0	0.293618	0	0
LOC100422212	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495145
LOC100506071	0	0.341233	3.63119	1.19336	0.200288	0	0.674204	5.64888	0.898948	0.0742595	0.112904	0.198981	4.70265	1.17938
LOC100506388	0	0	0.137567	0	0.200884	3.00106	0.0641715	0	0	0.213768	4.45895	0	0	0
LOC100506393	0	0	0	0	0.25191	0	0	0	0	0.270987	0	0	0	0
LOC100506548	3.08296	68.84	16.2768	23.5269	15.8074	8.82847	73.5826	16.5967	23.2756	11.0895	14.2076	61.9905	15.0575	21.2751
LOC100507053	0.903443	1.016	3.37449	1.81922	1.64004	0	0.989829	2.90186	1.93056	0.9786	0.251008	1.43925	2.42505	1.56083
LOC100507073	0	0	0	0	1.08646	0	0.0926492	0	0	0	0	0	0	0
LOC100996635	0	0.0864874	1.47794	0.0402541	0.0599694	0	0	0.862374	0.0444272	0.0636328	0	0.036844	0.923879	0.10497
LOC101060321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060524	0	0	0	0	0	0.60059	0	0	0	0	0.105458	0	0	0
LOC101926897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927204	0.927061	0.689751	0.327389	3.95972	2.27262	1.76984	0.661804	0.152824	3.75008	2.47137	1.81273	0.53875	0.429773	3.99967
LOC101927492	0	0.718404	0	0.610933	0.657575	0	0	0	0.968606	0.33077	0	0.174141	0	1.16132
LOC101927560	0	0	0	0	0.113889	0	0	0	0	0.16901	0.118456	0	0.0350786	0
LOC101927587	0	0	0	0	0.0412529	0	0	0	0	0	0	0	0	0
LOC101927884	0	0	0	0	0	0	0	0.0795274	0	0	0.650598	0	0	0
LOC101928241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928254	0	0	0.0729637	0.0357747	0	0	0	0.136553	0.0394835	0	0	0	0.123151	0.0932859
LOC101928283	0	0.0952696	0	0.0443451	0	0	0	0	0.0489418	0	0	0	0.0508809	0
LOC101928358	0	1.50156	0.356355	1.63083	0.0433632	0	1.99484	0.415865	1.86417	0	0	1.70594	0.40097	1.72117
LOC101928441	0	0.163357	5.81529	0.190095	0.11328	0	0.108511	4.01756	0.16784	0	0	0.104396	4.97295	0.16522
LOC101928449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928775	0	0	0	0.88521	0	0	0	0	1.30263	0	0	0	0	0.256459
LOC101928823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928847	0	0.8825	0.128885	0.126393	0.262845	0	0.48099	0.090245	0.313863	0	0.0612272	1.04118	0.0362553	0.192245
LOC101928896	0	0	0.434383	0.106496	0	0	0	0.152077	0	0.0846164	0.209487	0	0	0
LOC101928936	0	0.0155667	0	0	0	0	0	0	0	0	0	0	0	0.0251908
LOC101929234	0	0.401959	0	0.0467749	0.139338	0	0.267004	0.066795	0	0.591803	0.27273	0.128439	0.0536688	0
LOC101929633	0	0	0	0	0.191062	0	0	0.183565	0	0.409271	1.26998	0	0	0
LOC101929723	0	0.100311	0.190453	0	0.418102	0	0.0888426	0	0	0	0.183211	0	0	0.0811625
LOC101929753	0	0	0	0	0	0	0	0	0	0	0	0	0.0566262	0
LOC102546228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102546229	0	0	0	0	0	0	0	0	0.36105	0	0	0	0	0.37911
LOC102606465	3.38844	6.38119	4.36944	5.16141	3.69861	2.15628	5.74432	3.26807	4.13798	2.77272	3.2189	7.844	2.96106	3.89354
LOC102723376	0	0	0	0	0	0	0	0	0	0.209052	0	0	0	0
LOC102724020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724050	0	0.18935	1.77069	0.114205	0.576838	0	0.140156	2.38816	0	0.117421	1.34727	0.1351	1.06438	0
LOC145837	0.631747	0	0	0.181989	0.976094	0	0.0346282	0.0519765	0.200854	0.431371	0.70595	0.13326	0.0417624	0.126541
LOC283038	0	3.23073e-06	0	0.0362591	0.333288	0	0.0839953	0.0682917	0	0.238638	0.306576	0.18052	0.098851	0
LOC284865	0.467906	0	0	0.0270061	0.160979	0.595517	0	0	0.0298055	0.234538	0.209125	0	0	0.0469446
LOC285629	0	0	0	0	0.0576613	0	0	0	0	0.12218	0.0998483	0	0	0
LOC286189	0	1.3032	2.47425	0.508762	0	0	1.04252	2.06778	0.561499	0	0.0759463	1.11044	2.06556	0.850364
LOC286190	0	0.0173717	0.0971506	0.0966414	0.127119	0	0	0.0229726	0.0717718	0.218707	0.068242	0.0146914	0.0736249	0
LOC286367	0.294421	0.0548642	0.729153	0.425627	1.87793	0	0.113381	0.632111	0.488537	0.805847	0.263147	0.062332	0.527427	0.517906
LOC339568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC339622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC339874	0	0.0661674	0.188424	0.338764	0.344168	0	0	0.0879558	0.136064	0.267538	0	0.0281881	0.212014	0.0803006
LOC374443	2.37859	2.69306	3.38581	2.78656	2.50709	0	2.72946	2.04211	3.38368	2.58289	1.6564	3.2289	2.80959	2.84324
LOC388282	0	0	0	0	0	0	0	0	0	0.0397917	0.0978436	0	0	0
LOC388942	0	0	0	0	0	0	0	0	0	0	0.329741	0	0	0
LOC401557	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC441081	0	0	0	0	0	0	0	0.0153486	0.0118624	0.101699	0.0207405	0	0	0
LOC642236	0	0	0	0.126027	1.50107	1.39903	0	0	0	0.0498934	0.245742	0	0.072301	0.0547682
LOC643923	0	0	0	0	0	0	0	0	0.0785104	0	0	0	0	0
LOC644189	0	0	0	0	0.1071	0	0	0	0	0.0283976	0.0697063	0	0	0
LOC646268	0	0	0	0	0.0644133	0	0	0	0	0	0	0	0	0
LOC646813	0	0	0	0	0	0	0.128653	0	0	0	0	0	0	0.117533
LOC647859	2.58904	2.03984	0.595819	0.876446	0.325526	0	1.11178	1.25157	0.644865	1.39721	0	1.73812	1.17323	1.01568
LOC653653	1.99159	13.5051	28.2048	28.4023	1.74446	1.26738	12.8311	27.7464	29.1389	2.30659	3.22773	15.9536	21.7693	24.0401
LOC728819	0	0	0.115342	0.113112	0.800054	0	0	0.0807622	0.249674	0.581842	0.550679	0	0	0.294932
LOC729987	0	0.0569493	0	0.0265082	0.0197516	0	0	0.0757078	0.029256	0	0.0513122	0.0727886	0	0.0230395
LPCAT3	83.6533	15.9824	28.4276	34.6124	17.3882	79.4192	18.5012	27.4718	33.5621	34.3725	42.0356	19.0896	27.8236	35.2107
LPHN2	0.17149	57.0332	57.8777	80.6198	15.0482	1.30956	62.5862	60.7604	86.7849	27.331	5.2684	72.6004	45.3566	72.7546
LRAT	10.0752	44.065	22.2891	44.1944	0.773787	8.20671	59.0126	23.3185	48.2735	0.689812	1.17058	35.3266	13.3027	42.2739
LRIF1	10.7726	21.2365	17.781	19.4656	7.13099	6.02041	19.7685	14.9774	19.9899	7.76289	8.71262	23.7124	11.8774	20.8138
LRR1	15.0687	17.88	15.4922	26.0518	6.07385	13.3091	19.0074	15.8293	23.9981	5.08884	16.9513	26.322	11.2952	29.5785
LRRC27	1.83831	3.87651	3.24423	1.90161	4.10853	2.44841	3.89132	2.47692	1.69818	4.19677	2.93102	3.17683	3.44367	2.07378
LRRC37A	0.569309	0	0	0.010986	0.117369	0	0	0	0	0.20317	0.140147	0	0.0126052	0
LRRC39	2.50752	0.752863	2.54561	1.50845	0.700751	0	0.536256	1.61106	1.3451	1.53039	0.07655	0.896498	1.25313	1.24597
LRRTM3	0	0.160593	0.0381125	0.259837	0.717429	0	0.0266687	0	0.206249	0.125234	0.126177	0.0513145	0.0322209	0.308606
LRTOMT	2.66687	3.11637	3.45691	2.3544	2.1262	1.56784	3.30129	3.62077	2.36076	2.4052	2.77559	4.47422	3.27366	1.96123
LUC7L3	341.458	87.258	128.454	127.741	86.2809	341.464	86.1821	114.527	130.026	76.1301	26.2822	99.7248	80.2746	133.003
MAFA	0	0.0811706	0.0513699	0.0755649	0.168919	0	0	0.0359691	0.0555985	0.159068	0.0487444	0.299712	0.0289007	0.0437847
MAGEB2	0	0	0.158268	0.038802	0	0	0	0	0	0	0	0	0	0.0337247
MAGEB3	0	0.0279193	0.848117	0.0779734	0	0	0.173092	0.816542	0.143427	0	0	0.190317	0.80519	0.0225901
