chrome	start	end	peak	refseqID	Gene_Symbol	distance	score
chr12	81742602	81742603	MACS_peak_2898	NM_001220479	PPFIA2	-20591	0.0389503832698
chr12	81781001	81781002	MACS_peak_2899	NM_001220479	PPFIA2	17808	0.0564499993444
chr3	49968251	49968252	MACS_peak_7982	NM_032355	MON1A	806	0.544729102969
chr5	153727855	153727856	MACS_peak_10704	NR_031626	MIR1294	1190	0.517540929232
chrX	49186616	49186617	MACS_peak_14237	NM_001098406	GAGE12J	8108	0.205755508569
chr5	141021459	141021460	MACS_peak_10639	NM_173828	RELL2	4943	0.313778904568
chr5	141042699	141042700	MACS_peak_10640	NM_173828	RELL2	26183	0.018479991612
chr3	52316451	52316452	MACS_peak_7989	NR_026699	GLYCTK	-5384	0.295860663571
chr3	52318698	52318699	MACS_peak_7990	NR_026699	GLYCTK	-3137	0.399210406433
chr10	33237277	33237278	MACS_peak_1292	NM_002211	ITGB1	-10016	0.159539032845
chr19	53636533	53636534	MACS_peak_5807	NM_198893	ZNF160	29846	0.0113394592538
chr2	48960166	48960167	MACS_peak_6060	NM_000233	LHCGR	-22714	0.0293479279448
chr1	82271356	82271357	MACS_peak_351	NM_001297705	LPHN2	5275	0.300191902649
chr2	219282531	219282532	MACS_peak_7057	NM_182642	CTDSP1	18054	0.0546284756571
chr4	38799066	38799067	MACS_peak_8963	NM_001195106	TLR10	14455	0.0882719107675
chrX	69386356	69386357	MACS_peak_14309	NM_198512	DGAT2L6	-10976	0.140370957154
chr5	49946501	49946502	MACS_peak_10110	NM_001178055	PARP8	-15231	0.0795953185538
chr5	49991212	49991213	MACS_peak_10111	NM_001178055	PARP8	29480	0.0119065493268
chr11	50368997	50368998	MACS_peak_2071	NR_024504	LOC646813	680	0.553957856368
chr4	176905859	176905860	MACS_peak_9776	NR_048571	GPM6A	-17983	0.0551480808106
chr12	112257759	112257760	MACS_peak_3053	NR_015404	MAPKAPK5-AS1	-22947	0.0284502025195
chr19	54899343	54899344	MACS_peak_5811	NM_001289026	LAIR1	17180	0.0613802800852
chr12	100857356	100857357	MACS_peak_3011	NM_005123	NR1H4	-10194	0.155797218301
chr12	100880742	100880743	MACS_peak_3012	NM_005123	NR1H4	13192	0.104461851323
chr13	60729174	60729175	MACS_peak_3359	NR_046540	DIAPH3-AS2	10343	0.152732589671
chr12	16773338	16773339	MACS_peak_2536	NM_001243613	LMO3	13254	0.103601859549
chr19	54899343	54899344	MACS_peak_5811	NR_110280	LAIR1	22622	0.029710146258
chr4	69233712	69233713	MACS_peak_9118	NM_001031732	YTHDC1	17888	0.055851066008
chr5	77632107	77632108	MACS_peak_10257	NR_105014	SCAMP1-AS1	-24258	0.0238874992694
chr15	63700680	63700681	MACS_peak_4379	NM_206925	CA12	26371	0.0180225174521
chr19	45115388	45115389	MACS_peak_5792	NM_001205280	IGSF23	-1551	0.493219978798
chr18	32282952	32282953	MACS_peak_5436	NM_032978	DTNA	-7243	0.230908596403
chr4	36243380	36243381	MACS_peak_8950	NR_122079	LOC439933	-2357	0.442964048585
chr6	7548946	7548947	MACS_peak_10888	NM_001008844	DSP	7077	0.236076352202
chr5	64894173	64894174	MACS_peak_10193	NM_001093756	TRAPPC13	-26384	0.0179913054801
chr12	116858976	116858977	MACS_peak_3075	NR_039683	MIR4472-2	-7147	0.233883223436
chr16	81023488	81023489	MACS_peak_4859	NM_001270473	CENPN	-16614	0.0661917133405
chr2	114488810	114488811	MACS_peak_6410	NR_104470	SLC35F5	-25460	0.0203501567043
chr2	114497338	114497339	MACS_peak_6411	NR_104470	SLC35F5	-16932	0.0634438510299
chr1	54508887	54508888	MACS_peak_181	NM_001305052	TMEM59	-10359	0.152407107451
chr19	24292052	24292053	MACS_peak_5717	NM_001278665	ZNF254	22091	0.0318898766272
chr20	21136455	21136456	MACS_peak_7263	NM_001163022	KIZ	29832	0.0113606460126
chr11	55418784	55418785	MACS_peak_2078	NM_001004124	OR4P4	12951	0.107873072246
chr10	99969	99970	MACS_peak_1113	NM_177987	TUBB8	4791	0.320203035004
chr2	220132025	220132026	MACS_peak_7060	NM_024506	GLB1L	21874	0.0328260348395
chrX	125980574	125980575	MACS_peak_14603	NM_001122716	PRR32	26828	0.0169571336961
chr1	6536748	6536749	MACS_peak_18	NM_020631	PLEKHG5	-15013	0.0819428411983
chr12	9774316	9774317	MACS_peak_2491	NR_046450	LOC374443	4437	0.335678977444
chr17	20237688	20237689	MACS_peak_4966	NR_023380	CCDC144CP	13202	0.104322661669
chr17	58133797	58133798	MACS_peak_5124	NM_022070	HEATR6	-22495	0.0302175217233
chr17	58182750	58182751	MACS_peak_5125	NM_022070	HEATR6	26458	0.0178146641297
chr15	42549789	42549790	MACS_peak_4266	NM_001286487	TMEM87A	-15993	0.0719056813494
chr15	42550037	42550038	MACS_peak_4267	NM_001286487	TMEM87A	-15745	0.0743231104421
chr15	42557229	42557230	MACS_peak_4268	NM_001286487	TMEM87A	-8553	0.19390246579
chr2	110359725	110359726	MACS_peak_6385	NM_144710	SEPT10	-12058	0.121513084173
chr2	110359924	110359925	MACS_peak_6386	NM_144710	SEPT10	-11859	0.124780385858
chr9	74656671	74656672	MACS_peak_13661	NM_001128618	C9orf57	-18850	0.0491276467032
chr11	89239905	89239906	MACS_peak_2231	NM_001291926	NOX4	15172	0.08022393772
chr2	211207735	211207736	MACS_peak_7007	NR_110605	LANCL1-AS1	18300	0.0528657287384
chr4	169551416	169551417	MACS_peak_9737	NM_001166109	PALLD	-1351	0.506549447936
chr14	52990518	52990519	MACS_peak_3882	NM_020784	TXNDC16	-28783	0.0130661111821
chr12	95839133	95839134	MACS_peak_2982	NM_006838	METAP2	-28688	0.0132326678893
chr19	11171718	11171719	MACS_peak_5692	NM_001195799	LDLR	-28319	0.0138999968333
chr5	109829914	109829915	MACS_peak_10446	NR_031644	MIR548F3	-19702	0.0438520709454
chr22	29131020	29131021	MACS_peak_7672	NM_172002	HSCB	-7022	0.237813942161
chr22	29165178	29165179	MACS_peak_7673	NM_172002	HSCB	27136	0.0162748658547
chr6	21694464	21694465	MACS_peak_10974	NR_015410	CASC15	27790	0.0149158133026
chr19	37075872	37075873	MACS_peak_5764	NR_110704	ZNF529-AS1	11901	0.124083568606
chr3	157822500	157822501	MACS_peak_8541	NM_001271838	RSRC1	-5340	0.297601480868
chr3	157827726	157827727	MACS_peak_8542	NM_001271838	RSRC1	-114	0.597381106449
chr2	113659414	113659415	MACS_peak_6400	NM_173204	IL37	-11133	0.137463067219
chr17	79836776	79836777	MACS_peak_5225	NM_001289414	ANAPC11	-11889	0.124282261228
chrX	108730334	108730335	MACS_peak_14517	NM_001522	GUCY2F	5049	0.309375354439
chr2	220132025	220132026	MACS_peak_7060	NM_001008910	STK16	21834	0.0330015747156
chr3	128788282	128788283	MACS_peak_8392	NM_000174	GP9	8673	0.19082471401
chr3	4800402	4800403	MACS_peak_7761	NR_004428	EGOT	7128	0.234476478742
chr4	190922934	190922935	MACS_peak_9842	NM_001286820	FRG2	-25478	0.0203013748898
chr4	190935714	190935715	MACS_peak_9843	NM_001286820	FRG2	-12698	0.111574062975
chr20	25675216	25675217	MACS_peak_7281	NM_015655	ZNF337	-2324	0.444917384586
chr20	25675347	25675348	MACS_peak_7282	NM_015655	ZNF337	-2193	0.452756873802
chr20	25702596	25702597	MACS_peak_7283	NM_015655	ZNF337	25056	0.0214764133401
chr15	56185485	56185486	MACS_peak_4336	NM_198400	NEDD4	-23844	0.0252431612886
chr9	127923124	127923125	MACS_peak_13941	NM_173690	SCAI	17286	0.060518873737
chr11	16497346	16497347	MACS_peak_1885	NM_033326	SOX6	-589	0.560720153333
chr15	40993933	40993934	MACS_peak_4263	NM_133487	RAD51	6607	0.251343855953
chr10	15892784	15892785	MACS_peak_1195	NM_024948	FAM188A	-9735	0.165629816816
chr19	24292052	24292053	MACS_peak_5717	NM_001278664	ZNF254	22091	0.0318898766272
chr12	109886452	109886453	MACS_peak_3045	NM_001270451	UBE3B	-28975	0.0127358639363
chr5	175123619	175123620	MACS_peak_10829	NM_022304	HRH2	15156	0.0803952648043
chr12	9774316	9774317	MACS_peak_2491	NR_046447	LOC374443	-26326	0.0181309776119
chr12	9814664	9814665	MACS_peak_2492	NR_046447	LOC374443	14022	0.093518126048
chrX	100053774	100053775	MACS_peak_14476	NM_001325	CSTF2	-21573	0.0341702464641
chr3	120310052	120310053	MACS_peak_8365	NM_001168331	NDUFB4	-5075	0.308304710066
chr6	88764943	88764944	MACS_peak_11299	NM_030960	SPACA1	7437	0.225012347614
chr6	88772154	88772155	MACS_peak_11300	NM_030960	SPACA1	14648	0.0860293581913
chr4	71174877	71174878	MACS_peak_9132	NM_033122	CABS1	-25793	0.0194663748859
chr1	184383868	184383869	MACS_peak_784	NM_030806	C1orf21	27719	0.0150576868102
chr15	44854520	44854521	MACS_peak_4278	NM_001284335	EIF3J	25255	0.0209140659727
chr1	26738855	26738856	MACS_peak_84	NM_024674	LIN28A	1587	0.490858195714
chr10	45474267	45474268	MACS_peak_1336	NM_001039380	C10orf25	-22091	0.0318898766272
chr8	120648010	120648011	MACS_peak_13260	NM_006209	ENPP2	-3096	0.40139873263
chr12	53051141	53051142	MACS_peak_2731	NM_000423	KRT2	5182	0.303937456684
chrX	55504589	55504590	MACS_peak_14259	NM_014061	MAGEH1	26068	0.0187655350552
chr10	18406504	18406505	MACS_peak_1203	NM_201597	CACNB2	-23101	0.0278719817433
chr4	56722966	56722967	MACS_peak_9055	NM_018261	EXOC1	3151	0.398465908755
chr10	123733384	123733385	MACS_peak_1783	NM_001167865	NSMCE4A	-1359	0.506009416593
chr7	81416328	81416329	MACS_peak_12159	NM_000601	HGF	16876	0.0639193380601
chr12	9814664	9814665	MACS_peak_2492	NM_001004419	CLEC2D	-7639	0.219032899738
chr1	64960414	64960415	MACS_peak_236	NM_001293274	CACHD1	-11182	0.136567902568
chr5	159546799	159546800	MACS_peak_10742	NM_001130864	PWWP2A	347	0.579107782047
chr3	49968251	49968252	MACS_peak_7982	NM_005777	RBM6	-9225	0.17728440997
chr1	52366955	52366956	MACS_peak_171	NM_001242361	NRD1	23243	0.0273492364929
chr6	39749495	39749496	MACS_peak_11047	NM_001201427	DAAM2	-10663	0.146353063505
chr9	21354903	21354904	MACS_peak_13486	NM_018847	KLHL9	19474	0.0452056439706
chr3	49187304	49187305	MACS_peak_7980	NM_173546	KLHDC8B	-21713	0.0335383182097
chr7	143930532	143930533	MACS_peak_12527	NR_002157	OR2A9P	-18016	0.0549059623064
chr5	135287446	135287447	MACS_peak_10613	NM_002302	LECT2	-3277	0.391827599418
chr5	135306207	135306208	MACS_peak_10614	NM_002302	LECT2	15484	0.0769550854368
chr5	150148592	150148593	MACS_peak_10685	NM_016221	DCTN4	9935	0.161271392302
chr5	150163219	150163220	MACS_peak_10686	NM_016221	DCTN4	24562	0.0229386198323
chr21	30407122	30407123	MACS_peak_7540	NM_016940	RWDD2B	15437	0.0774388515228
chr1	44703902	44703903	MACS_peak_133	NM_001034024	DMAP1	24778	0.0222874100135
chr6	37241572	37241573	MACS_peak_11038	NM_001162900	TMEM217	15641	0.0753609029725
chr4	169430259	169430260	MACS_peak_9736	NM_001291510	DDX60L	28594	0.0133995610057
chr15	73731292	73731293	MACS_peak_4430	NM_001042367	REC114	-4206	0.346178756518
chr5	64866809	64866810	MACS_peak_10192	NM_022145	CENPK	7814	0.213981296638
chr14	62622873	62622874	MACS_peak_3937	NR_104063	LINC00644	16182	0.070116299089
chr1	151496740	151496741	MACS_peak_640	NM_020127	TUFT1	-16040	0.0714564813762
chr15	83362304	83362305	MACS_peak_4463	NM_001278512	AP3B2	-16356	0.0685083255653
chr2	176872524	176872525	MACS_peak_6775	NM_001305009	KIAA1715	5451	0.293229412065
chr6	125304287	125304288	MACS_peak_11524	NM_001286398	RNF217	20597	0.038919235424
chr6	125309526	125309527	MACS_peak_11525	NM_001286398	RNF217	25836	0.019355087
chr12	62887099	62887100	MACS_peak_2792	NM_001278472	MON2	26503	0.0177080961685
chr12	69762253	69762254	MACS_peak_2827	NM_000239	LYZ	20120	0.0414749077696
chr12	7828248	7828249	MACS_peak_2483	NM_001644	APOBEC1	9749	0.165320929543
chr4	70506922	70506923	MACS_peak_9129	NM_006798	UGT2A1	-12045	0.121723889497
chr4	176905859	176905860	MACS_peak_9776	NM_201592	GPM6A	-17983	0.0551480808106
chr18	34439033	34439034	MACS_peak_5443	NM_001271953	TPGS2	29854	0.0113273702792
chr12	15051269	15051270	MACS_peak_2527	NM_000900	MGP	12416	0.115849115076
chr2	114488810	114488811	MACS_peak_6410	NR_039943	MIR4782	9865	0.162783638133
chr2	114497338	114497339	MACS_peak_6411	NR_039943	MIR4782	18393	0.052214241272
chr13	54727164	54727165	MACS_peak_3323	NR_108062	LINC00458	20158	0.0412652996924
chr14	74341421	74341422	MACS_peak_4008	NM_001242924	ZNF410	-11896	0.124166318566
chr2	88151633	88151634	MACS_peak_6304	NM_001078170	RGPD2	26347	0.0180802818818
chr1	171683077	171683078	MACS_peak_730	NM_003762	VAMP4	-28302	0.0139315392273
chr1	171687910	171687911	MACS_peak_731	NM_003762	VAMP4	-23469	0.0265374058439
chr19	33373117	33373118	MACS_peak_5753	NM_014270	SLC7A9	12434	0.115571410578
chr5	70385634	70385635	MACS_peak_10221	NR_026578	LOC647859	-3263	0.392559694013
chrX	38641715	38641716	MACS_peak_14190	NM_001098791	MID1IP1	-18969	0.0483543061017
chrX	38648888	38648889	MACS_peak_14191	NM_001098791	MID1IP1	-11796	0.125832955703
chr10	21798109	21798110	MACS_peak_1236	NM_001195626	MLLT10	-25464	0.0203393061811
chr10	21807262	21807263	MACS_peak_1237	NM_001195626	MLLT10	-16311	0.0689206111386
chr16	20767436	20767437	MACS_peak_4633	NM_202000	ACSM3	-7875	0.212247973827
chr15	63498478	63498479	MACS_peak_4378	NM_016530	RAB8B	16751	0.0649935875736
chr11	120188836	120188837	MACS_peak_2380	NM_174926	TMEM136	-7001	0.2384807543
chr1	243391013	243391014	MACS_peak_1091	NM_014812	CEP170	-27695	0.0151059485857
chr9	34705776	34705777	MACS_peak_13576	NM_002989	CCL21	-4388	0.33787925986
chr14	61117627	61117628	MACS_peak_3927	NR_126480	SALRNA1	11694	0.127555973867
chr11	117682131	117682132	MACS_peak_2374	NM_001680	FXYD2	-13328	0.102584680869
chr1	58334751	58334752	MACS_peak_202	NR_104365	DAB1-AS1	8537	0.194316565934
chrX	38200861	38200862	MACS_peak_14186	NM_000328	RPGR	14073	0.0928843600374
chr5	133760798	133760799	MACS_peak_10610	NM_080656	CDKN2AIPNL	13200	0.104350484755
chr1	83428617	83428618	MACS_peak_363	NR_110632	LINC01361	-21988	0.0323308520332
chr1	44193191	44193192	MACS_peak_132	NM_174963	ST3GAL3	19988	0.0422113276318
chr18	53779306	53779307	MACS_peak_5542	NR_040026	LINC01539	-25461	0.0203474435309
chr18	53820274	53820275	MACS_peak_5543	NR_040026	LINC01539	15507	0.0767194513317
chrX	102625303	102625304	MACS_peak_14491	NM_016303	WBP5	13924	0.0947481146535
chr5	137446308	137446309	MACS_peak_10628	NR_125351	WNT8A	26728	0.0171847428344
chr13	22450941	22450942	MACS_peak_3150	NR_047040	LINC00424	-1358	0.506076889013
chr19	53636533	53636534	MACS_peak_5807	NM_033288	ZNF160	29846	0.0113394592538
chr18	28701963	28701964	MACS_peak_5406	NR_110785	DSCAS	20413	0.039885862813
chr9	75755479	75755480	MACS_peak_13670	NM_000700	ANXA1	-11167	0.136841311691
chr10	89250391	89250392	MACS_peak_1582	NR_039825	MIR4678	-13246	0.103712427158
chr2	161968270	161968271	MACS_peak_6662	NM_133484	TANK	-25195	0.0210820495389
chr4	190922934	190922935	MACS_peak_9842	NM_001005217	FRG2	-25478	0.0203013748898
chr4	190935714	190935715	MACS_peak_9843	NM_001005217	FRG2	-12698	0.111574062975
chr12	64037541	64037542	MACS_peak_2796	NM_173812	DPY19L2	-24813	0.0221836444082
chr12	64052834	64052835	MACS_peak_2797	NM_173812	DPY19L2	-9520	0.170446582011
chr1	156186544	156186545	MACS_peak_654	NR_104412	SLC25A44	22822	0.0289283460226
chr3	18014526	18014527	MACS_peak_7811	NM_001257177	LOC339862	10463	0.150308314158
chr12	50206052	50206053	MACS_peak_2720	NM_001037806	NCKAP5L	-16156	0.0703597907342
chr1	170052821	170052822	MACS_peak_722	NM_001204516	KIFAP3	8942	0.184101753391
chr16	71502607	71502608	MACS_peak_4815	NM_001304493	ZNF23	6452	0.256592343205
chr11	55555111	55555112	MACS_peak_2079	NM_001004738	OR5L1	-23831	0.0252869540443
chr12	104832196	104832197	MACS_peak_3033	NM_018413	CHST11	-18495	0.0515089345475
chr15	42549789	42549790	MACS_peak_4266	NM_001110503	TMEM87A	-15993	0.0719056813494
chr15	42550037	42550038	MACS_peak_4267	NM_001110503	TMEM87A	-15745	0.0743231104421
chr15	42557229	42557230	MACS_peak_4268	NM_001110503	TMEM87A	-8553	0.19390246579
chr9	116109905	116109906	MACS_peak_13876	NM_145241	WDR31	7285	0.229619122161
chr9	138424223	138424224	MACS_peak_13974	NM_001252618	LCN1	10940	0.141046357412
chr9	138424899	138424900	MACS_peak_13975	NM_001252618	LCN1	11616	0.128889478198
chr1	44193191	44193192	MACS_peak_132	NM_001270460	ST3GAL3	19988	0.0422113276318
chr2	122026719	122026720	MACS_peak_6449	NM_014553	TFCP2L1	-16059	0.0712756873925
chr13	104079880	104079881	MACS_peak_3616	NR_126374	LINC01309	2331	0.444502322087
chr2	182866353	182866354	MACS_peak_6824	NM_001261424	PPP1R1C	15803	0.0737505617629
chr14	24809582	24809583	MACS_peak_3707	NM_181657	LTB4R	27270	0.0159866704634
chr12	54420659	54420660	MACS_peak_2741	NM_153633	HOXC4	-27001	0.016570465859
chr12	54422771	54422772	MACS_peak_2742	NM_153633	HOXC4	-24889	0.021959985265
chr12	54427466	54427467	MACS_peak_2743	NM_153633	HOXC4	-20194	0.0410677008705
chr12	54437885	54437886	MACS_peak_2744	NM_153633	HOXC4	-9775	0.164748809235
chr12	54446060	54446061	MACS_peak_2745	NM_153633	HOXC4	-1600	0.490008111794
chr12	54448321	54448322	MACS_peak_2746	NM_153633	HOXC4	661	0.555362995362
chr9	114395148	114395149	MACS_peak_13869	NM_001015882	DNAJC25	1517	0.495460985145
chr7	144010207	144010208	MACS_peak_12528	NR_033942	ARHGEF34P	27111	0.0163292059241
chr5	148732924	148732925	MACS_peak_10677	NM_001301054	PCYOX1L	-4645	0.326497387009
chr17	58182750	58182751	MACS_peak_5125	NR_030732	WFDC21P	16922	0.0635284992509
chrX	19808706	19808707	MACS_peak_14075	NM_001024666	SH3KBP1	-9211	0.17761564993
chr16	55861579	55861580	MACS_peak_4734	NM_001266	CES1	-5496	0.291475303182
chr22	33860334	33860335	MACS_peak_7691	NR_039921	MIR4764	27679	0.0151382090082
chr13	44571455	44571456	MACS_peak_3277	NR_026955	LINC00284	-25015	0.021594139224
chr7	114321958	114321959	MACS_peak_12355	NR_037439	MIR3666	28559	0.0134622384239
chr11	68663606	68663607	MACS_peak_2132	NM_002180	IGHMBP2	-7712	0.216911321279
chr1	231120700	231120701	MACS_peak_1030	NM_024525	TTC13	6082	0.269568341817
chr20	62642118	62642119	MACS_peak_7426	NR_027686	LINC00176	-23578	0.0261545179371
chr11	65659097	65659098	MACS_peak_2123	NM_001300856	FOSL1	-8900	0.185135615321
chr15	90241774	90241775	MACS_peak_4506	NM_003847	PEX11A	7759	0.215556260623
chr1	171683077	171683078	MACS_peak_730	NR_033704	VAMP4	-28302	0.0139315392273
chr1	171687910	171687911	MACS_peak_731	NR_033704	VAMP4	-23469	0.0265374058439
chr1	248341641	248341642	MACS_peak_1110	NM_001004689	OR2M3	-24728	0.0224364891251
chr11	10903592	10903593	MACS_peak_1857	NM_021211	ZBED5	23972	0.024816000146
chr13	37621224	37621225	MACS_peak_3234	NM_001278482	SUPT20H	-12400	0.116096523663
chr7	128339688	128339689	MACS_peak_12449	NM_001012454	FAM71F2	27369	0.015777033064
chr8	144707079	144707080	MACS_peak_13375	NM_001130056	EEF1D	27234	0.016063590943
chr15	89077461	89077462	MACS_peak_4497	NM_001144074	DET1	-12451	0.11530974538
chrX	74379312	74379313	MACS_peak_14330	NM_004299	ABCB7	3137	0.399210406433
chr11	73340092	73340093	MACS_peak_2145	NM_001130035	PLEKHB1	-18501	0.0514677438783
chrX	107290079	107290080	MACS_peak_14508	NM_182607	VSIG1	1880	0.472051746653
chr5	54505112	54505113	MACS_peak_10130	NR_125346	CCNO	-24433	0.0233365767116
chr8	103267339	103267340	MACS_peak_13156	NM_001172478	RRM2B	15993	0.0719056813494
chr11	134333956	134333957	MACS_peak_2447	NR_033852	LOC283177	27581	0.0153373129186
chr12	100649471	100649472	MACS_peak_3010	NM_017988	SCYL2	-12077	0.121205640619
chr13	99864899	99864900	MACS_peak_3588	NM_001144072	UBAC2	12221	0.118900690647
chr14	91567457	91567458	MACS_peak_4103	NM_001286473	C14orf159	-12899	0.108623591005
chr10	44888581	44888582	MACS_peak_1334	NM_001033886	CXCL12	8036	0.207740273078
chr11	74822376	74822377	MACS_peak_2155	NM_001005285	OR2AT4	21618	0.0339658388215
chr6	28375899	28375900	MACS_peak_11009	NM_001163391	ZSCAN12	8355	0.19908966059
chr10	95231006	95231007	MACS_peak_1622	NM_018131	CEP55	-25382	0.0205629026956
chr16	77744861	77744862	MACS_peak_4840	NM_001243657	NUDT7	-11527	0.130428077641
chr2	220132025	220132026	MACS_peak_7060	NM_001039550	DNAJB2	-12014	0.122228056134
chr5	140737303	140737304	MACS_peak_10638	NM_018912	PCDHGA1	27052	0.0164581689334
chr6	41486747	41486748	MACS_peak_11056	NR_126417	FOXP4-AS1	-27234	0.016063590943
chr2	20267064	20267065	MACS_peak_5916	NM_014713	LAPTM4A	15275	0.0791297264239
chr8	146183384	146183385	MACS_peak_13380	NM_001029976	ZNF16	7110	0.235039898123
chr18	28868267	28868268	MACS_peak_5411	NM_001942	DSG1	-29784	0.0114335873103
chr4	68568872	68568873	MACS_peak_9115	NM_018227	UBA6	1983	0.46561321511
chr11	121324102	121324103	MACS_peak_2388	NM_003105	SORL1	1191	0.517471928375
chr2	159317890	159317891	MACS_peak_6652	NM_001301685	CCDC148	4625	0.32736920862
chr1	71494961	71494962	MACS_peak_280	NM_198719	PTGER3	-18530	0.0512691195232
chr12	10548192	10548193	MACS_peak_2497	NM_007333	KLRC3	-25002	0.0216316015232
chr8	94940165	94940166	MACS_peak_13098	NM_001161781	PDP1	10887	0.142046615086
chr10	87360692	87360693	MACS_peak_1573	NR_038986	GRID1-AS1	23205	0.0274881575941
chr1	55131061	55131062	MACS_peak_184	NR_037640	MROH7-TTC4	23649	0.0259080900994
chr10	94035349	94035350	MACS_peak_1612	NM_014912	CPEB3	-15526	0.0765253413648
chr3	195426905	195426906	MACS_peak_8745	NM_152673	MUC20	-20847	0.0376433111206
chr1	224464690	224464691	MACS_peak_994	NR_031574	MIR320B2	19847	0.0430124071444
chr19	13162592	13162593	MACS_peak_5696	NM_001271043	NFIX	27198	0.0161408815286
chr12	104337423	104337424	MACS_peak_3030	NM_003299	HSP90B1	13312	0.102803761791
chr15	25215012	25215013	MACS_peak_4196	NR_001294	SNORD64	-15234	0.0795634867931
chr1	47148846	47148847	MACS_peak_151	NM_022745	ATPAF1	14747	0.0849012326719
chr20	17196922	17196923	MACS_peak_7244	NM_001201529	PCSK2	-10674	0.146138569679
chr3	49791044	49791045	MACS_peak_7981	NM_013334	GMPPB	29637	0.0116598962038
chr11	55555111	55555112	MACS_peak_2079	NM_001004735	OR5D14	-7920	0.210978298818
chr7	82772783	82772784	MACS_peak_12165	NM_014510	PCLO	-19414	0.0455687395682
chr3	49187304	49187305	MACS_peak_7980	NM_006677	USP19	28933	0.0128073848459
chr19	12302421	12302422	MACS_peak_5694	NM_003437	ZNF136	28550	0.0134784028067
chr14	20640663	20640664	MACS_peak_3687	NM_001005503	OR11G2	-24831	0.0221304674994
chr15	67016720	67016721	MACS_peak_4397	NM_005585	SMAD6	22047	0.0320775137675
chr1	39434957	39434958	MACS_peak_118	NM_024595	AKIRIN1	-21958	0.0324604344333
chr13	100208613	100208614	MACS_peak_3590	NR_126390	LINC01039	-20752	0.0381231590157
chr13	100215942	100215943	MACS_peak_3591	NR_126390	LINC01039	-13423	0.101293469845
chr7	45949260	45949261	MACS_peak_12018	NM_000596	IGFBP1	21302	0.0354275091261
chr11	36641587	36641588	MACS_peak_1998	NM_001276727	C11orf74	25545	0.0201208236039
chr15	57902476	57902477	MACS_peak_4345	NM_001018090	GCOM1	18375	0.0523397059484
chr12	109886452	109886453	MACS_peak_3045	NM_001270449	UBE3B	-28975	0.0127358639363
chr17	46629796	46629797	MACS_peak_5064	NM_002146	HOXB3	-22014	0.0322189657943
chr17	46646205	46646206	MACS_peak_5065	NM_002146	HOXB3	-5605	0.287269829242
chr17	46655037	46655038	MACS_peak_5066	NM_002146	HOXB3	3227	0.394448510076
chr17	46657963	46657964	MACS_peak_5067	NM_002146	HOXB3	6153	0.267028469213
chr17	46667643	46667644	MACS_peak_5068	NM_002146	HOXB3	15833	0.0734561487345
chr12	54723950	54723951	MACS_peak_2748	NR_120486	LOC102724050	-23524	0.0263435100213
chr12	54753128	54753129	MACS_peak_2749	NR_120486	LOC102724050	5654	0.285399117337
chr20	34344856	34344857	MACS_peak_7305	NR_040722	RBM39	14598	0.0866048032648
chr11	13717660	13717661	MACS_peak_1873	NM_032228	FAR1	27455	0.0155971563489
chr2	112273784	112273785	MACS_peak_6395	NR_015395	MIR4435-1HG	21092	0.0364334974951
chr1	54508887	54508888	MACS_peak_181	NM_001305043	TMEM59	-10224	0.155175274145
chr14	24933457	24933458	MACS_peak_3708	NM_001290292	SDR39U1	21346	0.0352202762168
chr9	21993182	21993183	MACS_peak_13490	NR_047541	CDKN2B-AS1	-1607	0.489550984249
chr12	60095052	60095053	MACS_peak_2770	NM_004731	SLC16A7	11935	0.123522329532
chr12	60111849	60111850	MACS_peak_2771	NM_004731	SLC16A7	28732	0.0131552635125
chr6	37241572	37241573	MACS_peak_11038	NR_104443	TMEM217	15641	0.0753609029725
chr2	182747635	182747636	MACS_peak_6822	NM_001287505	SSFA2	-8807	0.187445589191
chr2	182765231	182765232	MACS_peak_6823	NM_001287505	SSFA2	8789	0.18789599888
chr17	31312266	31312267	MACS_peak_5000	NM_173847	SPACA3	-6615	0.251075898775
chr7	143930532	143930533	MACS_peak_12527	NM_001005287	OR2A1	596	0.560197058672
chr10	62551599	62551600	MACS_peak_1425	NM_033379	CDK1	13388	0.101767277395
chr8	62171205	62171206	MACS_peak_12880	NM_173519	CLVS1	-29319	0.0121649063633
chr14	24933457	24933458	MACS_peak_3708	NR_110032	LOC101927045	21299	0.0354416829643
chr15	59416641	59416642	MACS_peak_4354	NM_004701	CCNB2	19358	0.0459102595784
chr12	9814664	9814665	MACS_peak_2492	NM_001197319	CLEC2D	-7639	0.219032899738
chr2	171800060	171800061	MACS_peak_6742	NM_015530	GORASP2	15025	0.0818118374833
chr2	171806139	171806140	MACS_peak_6743	NM_015530	GORASP2	21104	0.0363752505091
chr8	86565282	86565283	MACS_peak_13038	NR_003594	REXO1L2P	-2623	0.427528924462
chr10	26866015	26866016	MACS_peak_1268	NR_026793	LINC00264	-12778	0.110390264453
chr7	143591415	143591416	MACS_peak_12524	NM_014719	FAM115A	-7757	0.215613749958
chr2	163675391	163675392	MACS_peak_6678	NM_033272	KCNH7	-19866	0.0429035802852
chr10	23369489	23369490	MACS_peak_1252	NM_012228	MSRB2	-14937	0.0827774166968
chr9	136374648	136374649	MACS_peak_13971	NM_001145320	ADAMTSL2	-22637	0.0296507853461
