Genes	AS1	AS2	AS3	D41	D42	D43	DE2	DE3	ES1	ES2	ES3	F1	F2
LIMS1	34.7415	18.6659	13.901	25.2318	39.8514	58.5502	26.2832	19.3381	17.4373	20.1086	18.9126	13.1424	18.8683
LIPC	1	1	1	1	1	1	1	1	1	1	1	1	1
LL22NC01-81G9.3	1	1	1	1	1	1	1	1	1	1	1	1	1
LMBR1	24.7846	1.79445	7.67305	27.9149	23.6704	28.5565	27.1046	21.8183	21.8604	24.075	22.3237	11.4107	11.7494
LPCAT3	15.9824	79.4192	42.0356	28.4276	18.5012	19.0896	27.4718	27.8236	34.6124	33.5621	35.2107	17.3882	34.3725
LPHN2	57.0332	1.30956	5.2684	57.8777	62.5862	72.6004	60.7604	45.3566	80.6198	86.7849	72.7546	15.0482	27.331
LRAT	44.065	8.20671	1.17058	22.2891	59.0126	35.3266	23.3185	13.3027	44.1944	48.2735	42.2739	1	1
LRIF1	21.2365	6.02041	8.71262	17.781	19.7685	23.7124	14.9774	11.8774	19.4656	19.9899	20.8138	7.13099	7.76289
LRR1	17.88	13.3091	16.9513	15.4922	19.0074	26.322	15.8293	11.2952	26.0518	23.9981	29.5785	6.07385	5.08884
LRRC27	3.87651	2.44841	2.93102	3.24423	3.89132	3.17683	2.47692	3.44367	1.90161	1.69818	2.07378	4.10853	4.19677
LRRC37A	1	1	1	1	1	1	1	1	1	1	1	1	1
LRRC39	1	1	1	2.54561	1	1	1.61106	1.25313	1.50845	1.3451	1.24597	1	1.53039
LRRTM3	1	1	1	1	1	1	1	1	1	1	1	1	1
LRTOMT	3.11637	1.56784	2.77559	3.45691	3.30129	4.47422	3.62077	3.27366	2.3544	2.36076	1.96123	2.1262	2.4052
LUC7L3	87.258	341.464	26.2822	128.454	86.1821	99.7248	114.527	80.2746	127.741	130.026	133.003	86.2809	76.1301
MAFA	1	1	1	1	1	1	1	1	1	1	1	1	1
MAGEB2	1	1	1	1	1	1	1	1	1	1	1	1	1
MAGEB3	1	1	1	1	1	1	1	1	1	1	1	1	1
MALRD1	1	8.27168	8.30206	1	1	1	1	1	1	1	1	12.1707	70.9066
MAMLD1	1	1	1.2671	1.93023	1	1	3.15928	2.13582	1	1	1	1.97827	1
MAP10	1.17351	1	1.68634	2.14313	1.12843	1.12373	2.09492	1.56386	3.03809	3.30708	3.77092	1.6985	1.35358
MAP3K15	1	1	1	1	1	1	1	1	1	1	1	1	1
MAPKAPK3	20.9808	33.3815	22.4089	12.3114	25.1902	19.6908	13.28	19.7896	24.0302	20.6305	24.4715	21.023	37.4087
MARC1	10.822	2.36328	16.0275	20.0001	10.9103	11.6737	19.2077	13.0351	23.7932	22.9772	24.4525	8.54485	13.8981
MARCH4	1	1	1.16745	1	1	1	1	1	1.55691	1.36328	1.29727	2.02366	1
MARCH7	63.0985	23.364	18.4572	102.341	69.9083	81.0173	96.8994	74.4413	71.9683	78.2755	75.4089	28.8738	25.4948
MARS2	7.61315	4.1724	8.09455	4.25125	8.40144	8.03077	5.22278	4.06598	12.564	12.967	13.4894	3.79904	4.39583
MARVELD2	5.49066	2.51052	8.59586	8.99493	8.07826	5.62438	9.6923	9.32593	10.1111	11.0051	9.41923	15.4548	21.7503
MBD3L3	1	1	1	1	1	1	1	1	1	1	1	1	1
MBL1P	1	1	1	1	1	1	1	1.0409	1	1	1	1	1
MBOAT4	1	1	1	1	1	1	1	1	1	1	1	1	1
MCM6	83.9431	11.0712	13.6646	118.947	89.7525	105.887	127.292	101.438	89.4142	91.194	87.1898	16.2062	26.1831
MED27	8.84503	10.0492	12.0221	9.0072	7.99312	8.52131	11.4973	11.187	10.4492	9.92408	10.2563	3.54017	2.65851
MEOX1	1	1	6.55999	1	1	1.50221	1	1	1	1	1	1.33721	1.57559
MEOX2	1	1	2.48827	1	1	1	1	1	1	1	1	2.47977	1
MEP1B	1	104.042	17.1135	1	1	1	1	1	1	1	1	1	1
MIA3	14.8439	3.63738	6.27881	22.2309	14.4268	15.3699	22.2949	19.3068	16.9648	17.3375	15.4165	14.3443	11.2135
MICU1	29.1499	42.8872	27.7324	38.8762	31.4735	33.5711	35.3463	34.0245	23.6369	25.7961	22.5232	24.9854	30.1423
MITF	8.9465	1.47188	1.96366	1	14.3772	10.0874	1	1	1	1	1	1.78753	1
MKNK1-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLLT10P1	1	3.51755	1	1	1	1	1	1	1	1	1	1.61826	1.48991
MMP10	1	1	2.72505	1	1	1	1	1	1	1	1	1	1
MMP13	1	1	1	1	1	1	1	1	1	1	1	1	1
MNX1	1.49202	3.41063	6.09102	1.10117	1.13791	1	1	1	1	1	1	4.22284	9.33473
MON1A	1.14353	25.825	24.3808	1	1.38194	1	1	1	1	1	1.19125	3.87789	6.52157
MPP6	16.0403	1.82277	2.02698	34.3872	17.9023	22.5442	35.3299	27.3439	40.5273	40.6538	39.8936	2.07333	11.9205
MPV17L2	4.06835	23.0555	20.9814	3.86207	4.27885	2.20995	3.98871	10.3208	8.0482	5.69523	8.43524	3.24361	4.34282
MRGPRX3	1	1	1	1	1	1	1	1	1	1	1	1	1
MRO	1	5.33721	2.29587	1	1	1	1	1	1	1	1	1.04232	8.46037
MROH5	1	1	1	1	1	1	1	1	1	1	1	1	1
MRPL21	54.8682	116.938	39.7905	47.7834	53.1662	50.0047	48.6803	39.6414	63.6819	57.7218	70.4452	30.4642	31.9497
MRPL48	38.2667	59.4809	16.2231	32.5933	37.6428	44.7856	37.1984	22.0528	25.5563	28.4386	30.6565	15.1434	20.3587
MRPL52	22.6086	57.2195	31.7519	24.8256	20.8198	23.7669	25.6904	21.3179	30.1002	26.741	28.9981	14.5414	17.3388
MRPS10	15.2475	14.3157	25.7372	27.1071	16.4039	19.8112	23.937	18.4236	18.9072	19.2476	19.2292	6.77037	10.1606
MRPS22	50.6948	84.5076	25.6279	38.1111	50.5612	61.3356	44.7871	30.7962	42.5518	42.6933	42.8805	24.723	29.537
MS4A2	1	1	1	1	1	1	1	1	1	1	1	1	1
MS4A4A	1	2.50627	13.6883	1	1	1	1	1	1	1	1	3.0977	2.65399
MS4A5	1	1	1	1	1	1	1	1	1	1	1	1	1
MS4A6E	1	1	1	1	1	1	1	1	1	1	1	1	1
MST1P2	1	14.8483	13.2521	1	1	1	1	1	1	1	1	3.18066	9.36116
MSX1	42.6008	1	1	1	59.5651	58.0851	1	1	1	1	1	1	1.6931
MT4	1	1	1	1	1	1	1	1	1	1	1	1	1
MTHFD2L	2.5054	1	1.27563	1.65452	2.21898	2.97018	1.3395	1.59986	1.59717	1.98657	1.49835	1.45458	1.2408
MTPAP	9.3621	5.76504	5.6247	9.15485	10.1536	10.304	9.17595	7.54637	12.3874	11.7565	12.0027	5.12828	5.79008
MTRNR2L5	1	1	1	1	1	1	1	1	1	1	1	1	1
MTX2	62.8	28.3951	19.451	63.1438	68.2635	86.9606	64.0463	45.3728	55.6466	57.5475	59.1136	19.5183	18.8497
MUC22	1	1	1	1	1	1	1	1	1	1	1	1	1
MXI1	23.6738	24.9596	11.2174	23.1217	22.4867	22.7053	21.7319	15.2018	5.74583	5.74495	5.49487	12.6527	7.64772
MYBBP1A	7.0114	3.97424	7.39271	2.6859	6.80733	3.90613	3.56127	6.35634	11.5193	11.0963	12.4479	9.37347	12.7961
MYBL1	2.06453	1	1	1.22964	2.17439	3.13579	1.34792	1	2.6243	3.02346	2.78256	1.05116	1
MYL12A	157.851	615.405	250.401	339.045	164.044	181.678	343.424	266.396	210.59	198.772	217.918	86.9557	111.075
MYT1L-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
NAALADL2	1	1	1	1	1	1	1	1	1	1	1	2.76798	3.11119
NAF1	17.2405	4.25359	2.55316	13.1202	18.2372	23.1921	14.0576	10.3811	19.1646	20.261	16.947	10.2339	6.71013
NASP	254.752	36.0767	26.2618	225.327	273.788	316.691	216.881	178.089	387.617	391.094	403.242	28.4228	31.0482
NCAPG	39.4339	1	4.67288	42.6951	44.126	58.0055	40.6977	29.0836	30.8011	31.9288	30.8466	5.66577	5.24721
NCK1	12.6371	7.97802	7.92341	9.142	13.9147	15.3207	9.9362	7.26898	9.72462	9.93747	9.86466	7.93204	6.42445
NCK1-AS1	3.0647	3.17199	1.1858	2.47194	7.23558	4.76315	3.01269	2.41516	6.12611	7.51166	6.48088	2.49418	3.20685
NCK2	20.6599	109.678	66.0283	20.7991	17.0525	18.8255	23.3406	24.0695	25.5275	25.3478	26.6226	35.7848	35.1598
NDUFB4	98.1218	215.038	86.4703	152.513	110.851	70.189	120.226	174.256	118.898	112.223	130.927	60.4485	82.8251
NDUFB9	115.433	377.482	282.557	115.097	105.769	100.398	120.432	111.493	171.861	156.316	187.183	65.8055	93.8121
NEBL-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEK2	26.644	3.72871	12.7735	28.3418	30.6867	36.1214	26.3324	18.2988	20.2265	21.0174	20.1486	4.34698	4.98783
NFYB	31.9571	3.66805	7.7599	31.5774	31.3005	41.8445	29.7265	21.1693	30.3334	30.7186	34.23	8.27289	8.62489
NGDN	55.5727	46.5108	16.7907	41.2184	57.5346	60.359	47.6217	31.6832	53.5114	52.8819	55.2988	15.9939	17.9143
NGFRAP1	206.65	13.3057	72.0657	304.199	193.76	220.724	296.152	272.155	236.946	217.344	234.144	86.9998	68.3951
NHS	5.17524	1	1.36289	1.10567	4.10018	3.96952	1.16618	1	4.48767	4.26384	4.13322	4.74536	2.86092
NIPSNAP3A	16.4683	22.8108	22.0312	18.6351	16.7316	20.6461	20.4186	15.6165	9.40502	9.70481	9.27091	22.3271	18.1269
NKX2-3	1	12.7395	12.3028	1	1	1	1	1	1	1	1	10.0904	8.34528
NOL7	89.2546	99.9226	17.7147	89.8011	90.6872	112.25	87.9134	55.4806	104.781	93.3235	104.606	37.5558	46.1667
NOMO1	6.67716	6.53892	7.35735	6.00789	8.1122	6.914	7.71874	7.65935	7.66194	7.36745	7.07043	2.50798	6.45831
NOSTRIN	1	25.5843	2.56656	1	1	1	1	1	1	1	1	8.54182	12.1569
NOX1	1	1	1	1	1	1	1	1	1	1	1	16.3513	3.03026
NPEPL1	1	19.2936	13.4271	4.23001	1	1	3.74239	5.90615	3.6197	2.66623	3.513	12.2054	12.7259
NPIPA2	1	1	1	1	1	1	1	1	1	1	1	1	1
NPIPA3	1	1	1	1	1	1	1	1	1	1	1	1	1
NPIPB5	1	1.33116	1.31456	1	1	1	1	1	1	1	1	1	1
NR0B1	2.08227	1	1	6.53519	2.29587	2.53468	5.93175	7.30799	1	1	1	1	1
NR2F1	2.41612	1.36528	6.38173	1	1.19539	1.26364	1	1	1	1	1	2.1042	1.27252
NR2F1-AS1	1.26591	1	1.49406	1	1	1	1	1	1	1	1	1.03719	1.63741
NRG1	2.58712	1	1	3.92845	1.77757	1.74948	4.66853	2.89745	1.58093	1.45651	1.39056	4.61398	1.83937
NRP1	15.3904	2.85244	14.0975	11.487	10.3109	7.43642	14.8555	10.3327	2.60906	2.55614	3.0415	14.9889	8.12188
NRXN2	1.45577	1	2.71844	1	1.0936	1.08528	1	1	1	1	1.11153	10.9409	3.75605
NSMCE2	50.3022	19.2212	11.9212	34.3768	46.2531	57.0995	32.8938	27.4247	26.7745	21.7138	27.8404	8.91869	10.2922
NSMCE4A	54.6303	41.2711	8.94967	43.6035	57.4299	71.6566	46.5761	33.5087	56.9986	55.4766	57.1313	22.827	19.1348
NUDT16	16.197	52.062	36.8843	10.1447	17.7263	18.7264	11.0592	8.66296	16.1929	15.961	15.6201	12.5573	17.61
NUF2	52.5632	1	4.52281	48.4026	58.4275	72.6179	46.7982	35.5455	31.8725	30.7269	31.2011	4.86725	4.08147
OCRL	21.1546	7.80267	7.68361	8.54999	22.6965	28.2211	9.42352	7.08807	12.39	12.5836	11.4448	13.5665	10.9928
OGFOD2	1.53285	23.1277	13.0288	1.24725	1.38532	1.01291	1	1.83779	1.10665	1	1.06308	5.25091	7.05984
OPTN	5.55168	100.553	19.2679	30.9465	3.70328	3.97272	29.4899	32.0822	29.8664	31.0606	29.5055	30.4483	32.67
OR10A4	1	1	1	1	1	1	1	1	1	1	1	1	1
OR10AG1	1	1	1	1	1	1	1	1	1	1	1	1	1
OR10X1	1	1	1	1	1	1	1	1	1	1	1	1	1
OR11H12	1	1	1	1	1	1	1	1	1	1	1	1	1
OR11H4	1	1	1	1	1	1	1	1	1	1	1	1	1
OR1F2P	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2A42	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2B6	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2D2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2G3	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2H1	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2M2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2T29	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2T3	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2T34	1	1	1	1	1	1	1	1	1	1	1	1	1
OR2T5	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4C13	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4F13P	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4F5	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4K2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4L1	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4N2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4N3P	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4N4	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4Q3	1	1	1	1	1	1	1	1	1	1	1	1	1
OR4S2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR56A4	1	1	1	1	1	1	1	1	1	1	1	1	1
OR56A5	1	1	1	1	1	1	1	1	1	1	1	1	1
OR5B12	1	1	1	1	1	1	1	1	1	1	1	1	1
OR5B2	1	1	1	1	1	1	1	1	1	1	1	1	1
OR5D14	1	1	1	1	1	1	1	1	1	1	1	1	1
OR5I1	1	1	1	1	1	1	1	1	1	1	1	1	1
OR7A10	1	1	1	1	1	1	1	1	1	1	1	1	1
OR7E12P	1	1.20495	1	18.9581	1	1	25.0739	20.2713	26.8544	24.9584	18.1432	1	1
OR8B3	1	1	1	1	1	1	1	1	1	1	1	1	1
ORAI1	1.44681	23.2697	55.7389	1.45929	1.6418	1.3869	1.02179	2.17322	1.47316	1.67232	1.57305	15.9883	15.5375
ORMDL1	31.7793	20.0013	18.9184	41.1214	29.3688	37.7407	39.9495	26.293	30.3996	30.3358	33.4588	16.5022	19.061
OTOGL	1	1	1	1	1	1	1	1	1	1	1	1	1
OTP	1	1	1	1	1	1	1	1	1	1	1	1	1
OTX2	10.6997	1	1	395.019	6.76547	6.82758	385.134	324.38	63.4113	59.2165	61.9869	1	1
OTX2-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
OXCT1	11.2859	2.15081	17.8729	13.1553	12.1807	14.5813	13.5611	10.5784	23.1793	23.8382	23.3176	10.1641	8.85239
OXCT1-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
PABPC1P2	1	1	1	1	1	1	1	1	1	1	1	1	1
PALLD	45.471	47.5155	22.8199	14.5371	40.7295	44.8864	17.1433	11.7408	29.7725	31.6277	28.9327	47.1627	13.7733
PARD6B	2.6077	9.80529	3.08412	3.25853	3.66469	3.57104	2.88297	2.45854	4.09968	4.85272	4.55362	4.4776	7.61849
PATE1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAX3	16.6327	1	1	1	11.711	13.5752	1	1	1	1	1	1	1
PAX8	2.88374	1.39832	1.04334	1	1.75309	1	1	1	1	1	1	1.14842	1.44105
PAX9	1	1	1	1	1.27167	1.03389	1	1	1	1	1	1	1
PAXIP1-AS1	2.01583	5.82777	12.0232	1	1.9614	1.62089	1.20781	1.27373	3.48892	3.58804	3.21617	5.61289	8.13805
PBLD	1.50228	191.166	30.924	3.76987	1	1.17513	2.52093	3.06051	1.21515	1.59772	1.24749	39.4806	115.655
