Gene	Sample	RPKM

SRGAP2	Endo	19.6433

FAM127A	ESC	23.163

CDK13	ESC	15.5473

SYNPR	Adult-SI	0.154322

CTNNA1	ESC	148.547

SLC44A1	Endo	60.9191

SCGB3A2	ESC	81.6992

MRPL17	D4CF	12.1599

PIK3C2G	ESC	0.00564847

CD19	D4CF	0.00940131

DCDC2	D4CF	1.06406

FBXW12	ESC	0.606048

SRGAP2	D4CF	13.6195

POGZ	Adult-SI	12.7644

FAM184A	Fetal-SI	4.14522

MIR26A2	D4CF	42.3385

POGZ	ESC	33.4824

MIR548H2	ESC	0

LOC339166	Endo	0.0129081

GPR56	Endo	0.0642289

PRL	Endo	0.0652637

SPG20	Adult-SI	7.20283

NKAIN2	D4CF	1.49462

DEFB106B	Adult-SI	0

MIR577	D4CF	0

ARHGAP15	Adult-SI	4.70773

TARP	ESC	0.0240843

TPMT	Fetal-SI	8.4912

PEX5	Adult-SI	20.9743

KLRC2	Endo	0.0462607

ZNF385B	ESC	2.0597

DR1	D4CF	47.4935

PLXNB1	D4CF	6.86813

CCDC85A	ESC	0.4406

ADNP2	Endo	24.2691

RRP1B	ESC	39.2486

MANEA	Fetal-SI	8.41477

HNRNPH3	ESC	206.847

MIR302C	Endo	577.096

OR6S1	ESC	0

PTPRQ	Fetal-SI	0.0294139

LOC100132735	Fetal-SI	3.59339

FMO9P	Adult-SI	0

KIAA1279	ESC	28.9501

FNDC3B	ESC	10.921

ANKRD6	D4CF	2.97344

CMPK1	Fetal-SI	53.7365

MIR567	ESC	0

RASSF8	Adult-SI	1.69986

MIR1278	ESC	0

GPR173	Adult-SI	0.554988

MIR3146	Adult-SI	0

TAB2	ESC	42.6804

KRTAP10-2	Endo	0

BMPR1B	ESC	0.369243

FDFT1	D4CF	179.442

FBXW12	Adult-SI	0

CPO	Endo	0.0207685

NAA16	Endo	10.6565

E2F5	Adult-SI	4.80365

TTC3	Adult-SI	16.6762

CT62	D4CF	0.0193285

FAM183A	ESC	1.78253

AMIGO2	Endo	4.0503

IQUB	Endo	0.408346

HMGA2	Fetal-SI	17.4371

SNAR-A4	Fetal-SI	0

SNAR-D	Fetal-SI	0

LRRTM4	Fetal-SI	0.998723

KIAA1671	Adult-SI	8.61048

CTCFL	Fetal-SI	0.0199579

EIF4G3	D4CF	36.254

MIR4699	Endo	0

MIR567	D4CF	11.9466

ERO1LB	Adult-SI	3.77963

CORO2B	ESC	2.31329

CDKL4	Adult-SI	0.0271576

STOML3	ESC	0.0680858

GPR56	D4CF	4.14169

LINC00320	D4CF	0

KIAA1462	ESC	1.11113

STARD10	Fetal-SI	87.9766

MRPL48	Adult-SI	46.6448

FMO1	Adult-SI	0.115286

LRRTM4	D4CF	3.62665

MIR548H2	Adult-SI	0

SPP1	Endo	8.93342

CASP12	Adult-SI	0.0985563

DUSP15	Fetal-SI	5.64165

MIR4735	Endo	0

TMEM164	D4CF	11.5834

UQCRH	Endo	198.555

FER	Endo	4.85573

CLCA3P	Fetal-SI	0.0171949

SEMA3A	ESC	16.7272

LOC400655	Endo	0

CLCA3P	ESC	0.0215346

LAMP1	D4CF	66.0035

UROC1	Adult-SI	0.133618

MIR3943	Endo	0

ABL1	ESC	19.3356

SEMA3E	Endo	50.8668

MIR1298	Adult-SI	0

LRRC37A2	ESC	0.623564

OR2F2	Fetal-SI	0

CORO2B	Endo	0.723678

MOCS1	Adult-SI	17.4788

ZNF624	ESC	1.71623

MRPL48	Endo	27.4919

MIR34B	Adult-SI	0

PLA2G6	Fetal-SI	8.33045

BMP6	Endo	0.0660979

C6orf120	ESC	22.0795

MIR20B	Endo	0

NBPF1	D4CF	2.94793

SLCO6A1	Fetal-SI	0

UGT2B4	Adult-SI	0

UQCRH	D4CF	271.326

TAS2R30	Fetal-SI	0.0562937

SLC44A1	Fetal-SI	58.2914

OR10Z1	ESC	0

SCGB3A2	Adult-SI	0.121124

DNAJC15	ESC	5.40782

TECR	D4CF	28.1002

SCGB3A2	Endo	12.0786

HSD17B4	D4CF	99.5227

ANGPTL3	ESC	0.106295

IL20RA	D4CF	0.298099

ARG2	Endo	28.9989

PEX5	Endo	14.5609

ERO1LB	Fetal-SI	2.06419

DCDC2	Fetal-SI	3.52607

LOC283038	Adult-SI	0.106981

EHBP1	Adult-SI	7.43153

SAMD3	Fetal-SI	0.801924

BMP6	Adult-SI	1.19693

TOP1P1	ESC	9.88925

EVI5	D4CF	4.24236

NCOR1	ESC	23.1705

SLC36A3	ESC	0

RNF43	Adult-SI	10.9078

OR6C65	ESC	0

GC	ESC	0.257773

BIN2	Adult-SI	2.34539

LOC339166	Adult-SI	0

NRG1	ESC	1.54924

RGS12	Endo	3.47938

AMIGO2	D4CF	4.63357

GCC2	Adult-SI	11.6559

POM121L12	Adult-SI	0

IL20RA	ESC	1.28815

GREB1	Adult-SI	0.245192

A2MP1	ESC	0.102616

TAAR5	D4CF	0

SFN	Fetal-SI	7.56123

CECR2	Adult-SI	0.293995

IBSP	Endo	0.0372095

ACOT13	Fetal-SI	8.76456

BIN2	Endo	0

POPDC3	Endo	2.25779

VWDE	Adult-SI	0

HYALP1	D4CF	0

CHKA	Fetal-SI	36.4739

LMNA	D4CF	3.85716

ELK3	Adult-SI	5.45623

HIST3H3	D4CF	0

RNF148	ESC	0.140444

SCYL1	ESC	8.09142

HTR1F	Endo	0.0351868

TMEM27	Adult-SI	0.48748

CHL1	Adult-SI	2.28048

KRTAP10-7	Adult-SI	0

DR1	ESC	32.7673

MIR205HG	Adult-SI	0

HIF1A	D4CF	92.3639

ZNF385B	Adult-SI	0.015272

TMSB4X	Adult-SI	2723.33

ZNF280B	ESC	5.04378

DSG1	Endo	0

RPSAP9	Fetal-SI	0.896696

CLLU1	Endo	0

MIR26A2	Fetal-SI	0

GGH	Endo	54.6521

FGGY	Fetal-SI	7.82274

LGALS8	Fetal-SI	11.6413

SLC11A2	Fetal-SI	28.747

MIR30B	Endo	0

CPA5	D4CF	0.010263

DR1	Adult-SI	17.9396

MIR4782	D4CF	0

DMRTA1	Fetal-SI	0.394424

GSTTP2	ESC	0.02584

EFHC1	Endo	4.52442

CFHR2	Fetal-SI	0.0205887

MMP13	ESC	0

C2orf88	Adult-SI	40.1808

BMPR1B	Endo	2.56012

GNRHR	Fetal-SI	0.22047

KIAA1671	Endo	8.32733

GRAMD1A	ESC	21.5443

PPP1R3D	Fetal-SI	4.0772

RGS12	Fetal-SI	7.92158

POSTN	D4CF	12.3142

SNAR-A6	Fetal-SI	0

TTC3	ESC	12.7394

SORT1	D4CF	17.4969

CASP12	D4CF	0

MIR4256	Adult-SI	0

CLCC1	D4CF	14.2648

MIR4796	Adult-SI	0

PVR	D4CF	5.23795

C22orf31	Fetal-SI	0.462461

C9orf170	D4CF	0

MIR449B	Endo	0

GREB1	ESC	5.97948

SLC41A1	Endo	7.01331

SMAD3	ESC	4.39542

RPSAP9	ESC	0.127017

HSD17B4	Endo	195.526

NBPF1	Endo	2.35403

CLLU1OS	D4CF	0

SPAG11B	Fetal-SI	0

TECR	Fetal-SI	83.5678

CASP7	Adult-SI	91.3156

PKP2	ESC	12.2718

LOC100130298	D4CF	0.342992

RGS12	D4CF	3.43622

RACGAP1	Endo	41.9307

POLA1	D4CF	20.4883

NKX1-2	Adult-SI	0

MIR302A	ESC	61.967

MIR2113	Adult-SI	0

TRIM55	Fetal-SI	0.128461

POSTN	Endo	0.46904

DEFB133	Endo	0

HSDL2	D4CF	24.5411

LINC00327	Endo	0.0137041

NCOR1	Fetal-SI	26.5269

CHI3L2	Adult-SI	0.482406

ATP6V1G3	Adult-SI	0

ANP32C	ESC	11.436

SNAR-A14	ESC	0

MIR181B1	Fetal-SI	0

RGS21	D4CF	0

GPR56	Fetal-SI	48.126

RAB8A	D4CF	27.1158

LALBA	D4CF	0

MIR1278	D4CF	0

MIR4735	D4CF	0

TAS2R14	D4CF	0.536213

NOX4	ESC	0.477901

CDKN3	Endo	41.969

ZFAND6	Endo	80.0251

DPY19L2P4	D4CF	0.133651

MIR4782	Fetal-SI	22.5452

C4orf45	Fetal-SI	0.0573938

GSTTP2	Adult-SI	0

USP44	ESC	108.752

OR6K6	Endo	0

GTF3C3	D4CF	43.9859

DEFB106B	Fetal-SI	0

POU6F2	ESC	0.210778

MIR19B2	Adult-SI	0

HKDC1	Adult-SI	73.8889

ITGB1	Fetal-SI	69.8763

SNAPC1	ESC	10.1199

MIR30D	ESC	0

TOP1P1	Endo	9.54051

SNAR-B2	Adult-SI	0

MARS2	Endo	4.9162

TAAR5	ESC	0

MAN1A2	D4CF	16.1811

CCDC90B	D4CF	37.7079

ZFAND6	Fetal-SI	32.4416

SETD5	Fetal-SI	25.6585

MLIP	Endo	0

CUX1	Endo	16.9411

GATA3	Endo	10.5042

DSG1	D4CF	0.0189326

MIR20B	ESC	0

ADAMTS18	D4CF	0.445624

LINC00320	Adult-SI	0

GRAMD1A	Fetal-SI	15.5434

LOC100130964	Endo	0

HIST1H3G	ESC	1.18277

ANGPTL3	Adult-SI	0.0384285

C2orf88	D4CF	0.395208

SNAPC1	Fetal-SI	2.37896

MIR583	D4CF	0

MIR30A	Endo	0

CLLU1	D4CF	0

VWDE	D4CF	1.59892

MKRN2	Endo	11.1167

FMO6P	Adult-SI	0.232565

ELOVL6	Adult-SI	10.1222

DUSP15	ESC	1.94944

MIR331	Endo	0

NBN	Adult-SI	9.12162

SALL2	Fetal-SI	4.01389

CSRNP3	Endo	1.13249

SNORD98	Endo	0

KIAA0040	ESC	5.92412

SETD5	Endo	60.4933

SCARNA20	Endo	0

R3HDM1	Adult-SI	4.74264

AVIL	D4CF	0.26539

PRC1	Fetal-SI	12.1682

USP30	ESC	2.99403

P2RY12	Adult-SI	1.05544

ABL2	Endo	6.16914

SNAR-A14	Endo	0

CCDC85A	D4CF	0.687362

PLK2	Endo	19.2661

TAS2R5	D4CF	0.995434

AIFM1	Fetal-SI	18.878

CYTIP	Endo	0.147861

MIR583	ESC	0

MIR4509-3	D4CF	0

PCGEM1	Fetal-SI	0.0141389

GGH	Fetal-SI	53.4262

C6orf226	Adult-SI	25.328

FER	ESC	3.17759

ATP6AP1L	Adult-SI	2.85534

DEFB133	Adult-SI	0

LOC100131347	ESC	0.222707

OR51S1	Endo	0

TUSC3	Adult-SI	2.92818

SEC22B	Fetal-SI	48.7962

ZNF624	Fetal-SI	1.98899

CCDC90B	Adult-SI	27.54

CD28	ESC	0.00361715

MIR3911	Adult-SI	249.634

HNRNPH3	Fetal-SI	71.6185

USP30	Fetal-SI	10.7794

MIR4256	Endo	0

SOX5	D4CF	5.14028

CMPK1	Endo	36.6105

ASB17	ESC	0.0235639

CAB39L	Endo	4.65108

HDHD3	D4CF	2.64667

MEX3A	Fetal-SI	5.18511

ROBO2	Fetal-SI	5.60675

ZNF624	D4CF	2.75884

UEVLD	Fetal-SI	7.45325

CD4	ESC	3.78686

WDR83OS	Fetal-SI	74.241

TMEM47	Fetal-SI	3.45572

TPM3	Adult-SI	148.944

MGAT4C	Adult-SI	0.0854405

SAMSN1	ESC	0.276392

MIR3146	Endo	0

KLRC3	D4CF	0.0212176

LOC100506422	Adult-SI	0

OR2A7	ESC	0.986183

ARHGEF33	Adult-SI	0.109405

SCMH1	Endo	5.49822

DNAH5	D4CF	0.233329

MAP2K6	Endo	7.21056

GPR22	Fetal-SI	1.15492

MIR34B	D4CF	0

MOCS1	D4CF	3.15418

HIF1A	Adult-SI	23.0848

ESR1	Fetal-SI	0.020787

TAS2R30	Endo	0.225744

PPIP5K2	Adult-SI	7.11252

OR51S1	ESC	0

CCKAR	D4CF	0.0147048

SCARNA20	D4CF	0

SNAR-A7	Adult-SI	0

LOC283038	D4CF	0.165328

SYT16	Adult-SI	0.0125666

DNAH5	Adult-SI	0.00239103

HDHD3	Adult-SI	202.075

CCDC30	D4CF	0.410347

SPP1	Adult-SI	3.72209

MIR302A	D4CF	0

MIR3675	Endo	0

CCDC88A	D4CF	21.5677

PLA2G2E	Fetal-SI	0

RIOK1	Fetal-SI	7.83014

IQUB	Fetal-SI	0.0899223

TMEM184C	Adult-SI	8.72806

GXYLT2	Endo	4.8692

PADI4	D4CF	0

HSP90AB4P	D4CF	0.087543

HHLA1	Adult-SI	0

MTPN	Fetal-SI	44.1455

OR10A5	ESC	0

CCKAR	Fetal-SI	0.359263

MARS2	Adult-SI	4.48539

SNAR-B1	ESC	0

MIS18BP1	ESC	35.4151

PTP4A2	ESC	78.0575

SERPINB11	Endo	0.0136779

OR56B1	Endo	0

SCARNA23	Fetal-SI	0

CSNK1A1L	Endo	6.46717

PDE7B	Endo	0.0239699

PDE7B	D4CF	0.13528

MIR3911	Fetal-SI	50.7679

CCDC90B	Endo	85.4833

MIR1298	Endo	0

MUC7	Adult-SI	0

TMEM222	Adult-SI	28.6367

ACADSB	Adult-SI	16.4981

KCNG4	ESC	0

MIR4699	Adult-SI	0

ARHGAP15	Endo	0.0268456

CXCR4	Fetal-SI	8.67151

GPR173	ESC	4.1813

RBMS3	Fetal-SI	3.7829

MIR4276	Adult-SI	0

FAM110B	Endo	1.55226

MUC7	Endo	0

GPATCH8	ESC	18.9672

OLFM3	Adult-SI	0.463663

C9orf170	Fetal-SI	0.0624304

ARHGAP28	Endo	67.4307

DKK1	Endo	58.4937

C9orf3	ESC	2.55827

CDK13	D4CF	14.0817

TJAP1	ESC	8.74549

GRK5	Adult-SI	27.8286

ADH1B	ESC	0.00799901

DUSP27	D4CF	0.077463

RPL23P8	Adult-SI	8.44376

HDAC11	D4CF	1.45433

LOC283038	Endo	0.0554018

SEC22B	Adult-SI	59.6203

MSX2	D4CF	33.9558

SPTA1	Fetal-SI	0.169922

KIAA1456	Fetal-SI	0.693865

OR6K3	Fetal-SI	0

ZMIZ2	Adult-SI	20.7107

SLC11A2	D4CF	28.2515

TOP1P1	Adult-SI	9.74435

MIR19B2	D4CF	0

ITLN1	Fetal-SI	79.6392

CFHR3	Endo	0.0745015

GLT6D1	ESC	2.36275

ROBO2	ESC	1.32894

MIR3942	Endo	12.7294

BFSP1	Adult-SI	0.139082

TAB2	Endo	45.8177

GGH	ESC	33.3686

MIR181B2	D4CF	0

RIOK1	Adult-SI	7.85542

OR5T3	Endo	0.0315074

MIR3675	Adult-SI	0

SNORD70	D4CF	0

CPOX	Adult-SI	17.7135

MYO15A	Endo	0.15603

CMAS	ESC	58.1083

EVI5	Fetal-SI	5.6461

FAM101B	Adult-SI	7.08689

DCDC2	Endo	0.0295031

DMRTA1	D4CF	4.97958

CT62	Fetal-SI	0.0354767

VWDE	Endo	0.937287

DCAF17	ESC	13.471

TEX15	ESC	5.24213

SNPH	Fetal-SI	1.23227

BMP6	Fetal-SI	0.32939

ZFAND6	ESC	108.458

HIF1A	ESC	132.507

WFDC8	Fetal-SI	0

MIR4256	ESC	0

BASP1P1	Fetal-SI	0

ADGB	Endo	0.0101494

RPL23P8	D4CF	219.402

MIR4735	Fetal-SI	0

UGT2B4	D4CF	0

AMIGO2	Fetal-SI	11.628

C2orf66	Fetal-SI	0.207799

IFNA2	ESC	0

IPO7	Adult-SI	25.0362

MIR4509-1	Adult-SI	0

PLSCR2	Fetal-SI	0.232299

CLCA3P	D4CF	0

TRIML2	Adult-SI	0

MIR548I4	Adult-SI	0

CCDC85A	Fetal-SI	1.36999

CCNJ	D4CF	31.9477

APLF	Adult-SI	0.416873

PATZ1	Adult-SI	8.82534

HMGA2	ESC	88.7043

HVCN1	D4CF	3.44423

MIR548F2	Fetal-SI	0

LGALS8	D4CF	21.7753

KRTAP10-2	Adult-SI	0.0428905

LALBA	Fetal-SI	0

NAV2	Adult-SI	2.55813

FAM178A	D4CF	17.3758

HNRNPH3	Endo	149.899

ST3GAL4	Fetal-SI	3.2372

REXO1L2P	Adult-SI	0

HDAC11	Endo	1.3671

PRL	D4CF	0.707953

MIR181B1	D4CF	0

HLA-DRB6	Fetal-SI	4.21599

CEP19	ESC	1.75816

RNASE9	ESC	0.0495879

MIR3146	ESC	0

LMNA	ESC	3.82201

MIR181B1	Endo	0

CPA2	Fetal-SI	4.57992

CDKL4	D4CF	0.0250671

PROL1	Adult-SI	0

CCDC129	Adult-SI	0.0538536

GRK5	D4CF	4.99608

DUSP14	Endo	20.8736

MIR449B	Fetal-SI	0

CPO	Fetal-SI	0.619636

VWCE	Adult-SI	1.2142

GPR89A	Endo	1.93337

COL3A1	Adult-SI	20.5433

CNTN1	Adult-SI	0.378989

SLC41A1	D4CF	9.5208

OTOL1	ESC	0.016115

NIPSNAP3B	Endo	0.454395

MIR4295	Adult-SI	0

MIR548I4	ESC	0

CCDC129	D4CF	0.0350174

KRTAP10-7	D4CF	0

OTOGL	D4CF	0.0511914

KCNJ13	ESC	0.107364

ZCCHC4	D4CF	8.21199

EDARADD	Fetal-SI	17.3189

RECK	Adult-SI	1.76293

CLYBL	Fetal-SI	1.23651

TPP2	Endo	46.8945

DEFB107B	Adult-SI	0

SULT1B1	Endo	0

MIR30E	D4CF	0

CLEC9A	D4CF	0.0344739

SPDYC	Adult-SI	0.472363

TCF12	Endo	33.558

GRAMD1A	D4CF	11.745

GPATCH8	D4CF	15.7497

MIR548F2	D4CF	0

TARP	D4CF	1.65886

SMAD2	Adult-SI	8.24618

GTSF1	Fetal-SI	0.0301933

MYO3B	Adult-SI	0.0688859

TP63	Adult-SI	0.0168023

CDX2	ESC	0.0737924

MIR577	Endo	0

GTSF1	D4CF	0.0280971

MLIP	Adult-SI	0.81283

R3HDM1	D4CF	26.6587

SDC4P	D4CF	0

HIST1H2BI	D4CF	2.00706

GOLGA8A	Fetal-SI	9.26961

EVI5	ESC	2.83123

GEMIN8	ESC	5.43183

TIAM2	Endo	2.07653

JDP2	ESC	2.76242

TCL6	D4CF	0.00446601

SCARNA10	ESC	2.15891

LOC100506274	ESC	0.322101

NAPB	D4CF	6.38982

ATXN3	Fetal-SI	3.77831

CLLU1OS	Adult-SI	0

TTLL9	ESC	0.0405614

PLA2G2E	ESC	0

MIR4652	Endo	0

C6orf120	Fetal-SI	16.5318

BFSP1	D4CF	1.63505

FBXW12	Fetal-SI	0.0142196

GPR87	Adult-SI	0.0281571

LPCAT2	D4CF	3.03011

CLLU1	Adult-SI	0.139032

HLA-DRB6	Fetal-SI	0

PEBP1	Adult-SI	1568.36

SNORD103A	ESC	0

KIAA0087	ESC	0

MIR1296	Endo	0

RBFOX1	Fetal-SI	0.319085

TPI1P3	D4CF	0.199981

ADNP2	D4CF	20.2801

RBBP9	Adult-SI	6.59391

HDAC11	Fetal-SI	8.52383

SCARNA20	Adult-SI	0

LOC283038	Fetal-SI	0.263394

PCCB	Fetal-SI	17.6701

MIR4737	Fetal-SI	41.2342

C6orf120	D4CF	22.8047

MIR1244-1	ESC	0

LMNA	Fetal-SI	74.1155

RPSAP52	D4CF	0.163929

HGF	D4CF	0.125698

VWCE	ESC	2.4341

HLA-DRB6	D4CF	0

KCNJ13	Fetal-SI	10.4052

HSP90AB4P	Adult-SI	1.58205

MIR3675	Fetal-SI	0

FAM178A	Endo	11.9866

CCDC83	Fetal-SI	0.0183104

ACTR2	ESC	107.203

IDH1	Endo	367.486

MIR4509-3	ESC	0

IQUB	D4CF	0.37456

PKP2	Fetal-SI	13.9657

LOC339166	Fetal-SI	0

OR5M9	Endo	0

IFNA2	Endo	0

OR2A7	Fetal-SI	2.67743

PRC1	ESC	35.9836

HAP1	ESC	0.817451

LRRTM4	ESC	4.61358

SCMH1	D4CF	15.5834

PPP1R3D	Adult-SI	4.35151

POPDC3	Adult-SI	0

USHBP1	D4CF	0.301758

EGFLAM	D4CF	7.97006

CTNNA1	Adult-SI	140.625

MAP2	Endo	0.317983

ATXN7	D4CF	6.58964

CPOX	Endo	7.24512

CCNJ	Fetal-SI	4.53382

ARHGAP15	ESC	0.0968966

SHROOM3	D4CF	4.97524

GATA3	D4CF	3.81448

C11orf88	Adult-SI	0

ANKRD28	Adult-SI	10.2656

UQCRH	Fetal-SI	106.122

CTAGE4	Adult-SI	0.214712

MIR302A	Fetal-SI	0

PLXNB1	Adult-SI	21.8841

CITED4	Adult-SI	1.29666

GOLGA8A	ESC	6.75018

SNAR-A7	D4CF	0

DEFB110	D4CF	0

TP63	Fetal-SI	0.019434

PLSCR2	D4CF	0

AKAP10	ESC	12.9382

TSSK4	Adult-SI	0.340582

SAMD3	D4CF	1.25561

GTSF1	ESC	0.247707

MIR4509-3	Endo	0

GCK	D4CF	0.0676494

OR5B3	Adult-SI	0

VAV3	Adult-SI	9.07919

ADSS	Adult-SI	21.8306

CMAS	Fetal-SI	34.0007

GLT8D2	Endo	1.06467

FAM183A	Fetal-SI	0.112345

THSD7A	ESC	0.718535

CHI3L2	Endo	0.30884

GLE1	Adult-SI	19.7234

MRPL17	Fetal-SI	13.4171

TMEM160	Adult-SI	23.5213

ANTXR1	Fetal-SI	11.6059

DNMT3B	Fetal-SI	1.42387

HKR1	Endo	14.8235

LPAR6	Endo	1.53765

MIR1972-2	Fetal-SI	0

TPM3	Endo	125.305

DEFB105B	Endo	0

ADGB	D4CF	0.00335956

PPTC7	ESC	11.3287

MIR320C2	Fetal-SI	0

CEP19	D4CF	3.32901

PROM1	ESC	47.5286

CLOCK	ESC	6.41933

SERF1A	D4CF	0.263665

AKAP6	Endo	0.530862

EIF4G3	ESC	42.4853

VAV3	ESC	6.13257

RNF43	D4CF	5.59932

MIR2113	D4CF	0

RAB14	Endo	33.3693

OR5B21	ESC	0

MCHR1	ESC	1.3984

CD36	D4CF	0.187721

DNAH5	Fetal-SI	0.130434

STATH	Adult-SI	0

CLLU1OS	ESC	0

OR5P2	Fetal-SI	0

GPR173	D4CF	2.91967

MIR605	Fetal-SI	0

HLA-DRB6	Adult-SI	0

ABL1	Adult-SI	20.6042

MIR302B	D4CF	0

MIR3668	Endo	0

PROM1	D4CF	27.3132

CSPP1	ESC	6.31194

LOC399815	Fetal-SI	0.176627

TMEM222	D4CF	9.10626

DNMT3B	Adult-SI	0.221661

ADSS	ESC	70.734

TMEM160	Fetal-SI	12.4675

MIR764	Endo	0

EDNRB	ESC	7.80098

OR10Z1	D4CF	0

LOC100505912	Adult-SI	0

TIAM1	D4CF	12.5249

CCNJ	ESC	26.9401

TCF12	D4CF	67.4379

LOC100130093	Endo	0.28036

OR51F2	Adult-SI	0

SCARNA23	Endo	0

GSTTP2	D4CF	0

KIAA1279	Fetal-SI	11.4412

NHEG1	Adult-SI	0

GPR39	ESC	0.48615

SNORD70	Fetal-SI	0

LOC100129345	ESC	0

OR2A1	Adult-SI	0

ANKUB1	Adult-SI	0

SCARNA21	Fetal-SI	5.5133

MIR34C	ESC	0

OR5B3	ESC	0

PRKG2	Fetal-SI	31.7718

MSGN1	Adult-SI	0

FAR2	Adult-SI	12.7691

MIR181A1	ESC	0

HPD	Fetal-SI	0.077997

OR5M9	Adult-SI	0

PROL1	Fetal-SI	0

MS4A3	Fetal-SI	0.11306

FAM175B	Endo	13.3558

MIR448	ESC	0

ACTL9	Endo	0

ANKRD32	Fetal-SI	3.30095

FAM183A	D4CF	1.92361

TFEC	ESC	0.00637657

FMNL3	D4CF	3.41494

MSTN	Fetal-SI	0.492983

OR10G2	Adult-SI	0

NEDD4	Fetal-SI	11.2025

MSX2	Adult-SI	0.0921188

SVOPL	Adult-SI	0

MAN2B1	Adult-SI	19.7763

MIR3660	Adult-SI	0

MIR553	Endo	225.365

COX6C	D4CF	137.959

GNGT1	Adult-SI	0

FAM178A	Adult-SI	4.16492

TXNIP	ESC	12.8317

SH2D1A	Endo	0

TMEM126A	Endo	36.2352

LOC339862	ESC	0.233277

SAMSN1	Endo	0.0567498

OR10X1	D4CF	0

GCNT4	D4CF	3.16148

ZBTB24	Endo	6.97202

LOC100505912	Fetal-SI	0.339469

DPY19L2P4	ESC	0.249034

LINC00486	D4CF	0

CLCC1	Adult-SI	5.41382

RECK	Fetal-SI	4.00611

DMP1	Endo	0.0596008

ANKUB1	D4CF	0

MIR572	Fetal-SI	0

CECR2	ESC	21.3904

CPS1-IT1	D4CF	0

PPIAL4B	Endo	0

COX6C	Adult-SI	436.31

MIR1233-1	D4CF	0

KC6	Endo	1.99341

HCAR1	Endo	0

DLC1	Endo	60.252

MIR3660	Fetal-SI	0

LPCAT2	ESC	1.80656

MOCS1	ESC	6.70252

TAAR6	Fetal-SI	0

PVR	Adult-SI	15.4657

OTOGL	ESC	0.102647

KC6	D4CF	4.82521

DEFB107B	D4CF	0

TMEM126A	D4CF	36.519

FAM91A1	D4CF	9.96524

MIR4318	Fetal-SI	0

MIR181B2	Fetal-SI	0

TCF12	Adult-SI	20.5272

LRRC3B	Adult-SI	0.0497526

MIR20B	Adult-SI	0

TPMT	ESC	14.8055

CLYBL	Adult-SI	3.38969

PARP15	ESC	0.133376

MYL10	D4CF	0.0248422

SP8	Fetal-SI	1.1

CUX1	Adult-SI	21.2148

FGL1	Adult-SI	0.213046

CDKN3	D4CF	54.5617

MAN1A2	Fetal-SI	13.5135

ART3	D4CF	0.0134461

LMNA	Endo	8.00229

KIF7	Adult-SI	0.481938

HHLA1	D4CF	0

OR5B21	Adult-SI	0

PPTC7	Endo	11.0134

DNAJC15	Fetal-SI	14.883

USHBP1	Fetal-SI	0.765623

SPINK6	ESC	0.0960976

SCARNA20	ESC	0

OR13C4	Adult-SI	0

NUBPL	D4CF	12.108

ELK3	ESC	4.18205

TNIP3	Adult-SI	0.202388

BAHD1	Adult-SI	10.5793

C8orf46	Adult-SI	0.158178

FMO9P	D4CF	0

LGALS8	ESC	3.31832

ANGPTL3	Endo	0.0562301

MIR1244-1	D4CF	0

SMAD3	Adult-SI	15.278

CDK13	Fetal-SI	14.2698

HAP1	D4CF	0.528491

YEATS4	Adult-SI	13.3981

AGTR2	Adult-SI	0

STARD10	Endo	4.30404

NR1I2	Fetal-SI	31.5667

UGT2B4	Fetal-SI	0.439254

C8orf46	Fetal-SI	0.343869

MIR302C	Adult-SI	0

COX5A	D4CF	181.767

OR10X1	Adult-SI	0

COLEC11	Endo	0.143841

DSG4	Adult-SI	0.0872929

SP8	Adult-SI	0

DKK1	ESC	0.204255

